split,method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs,policy_action,fallback_action,fallback_used,predicted_action_margin,policy_action_score,runner_up_action_score
test,Oracle retrieval action,bm25_keep,PLAIN-123,How Citrus Might Help Keep Your Hands Warm,0.09803921568627451,1.0,1.0,0.0,1,8,0.5980392156862745,How Citrus Might Help Keep Your Hands Warm,MED-5322 | MED-3483 | MED-5331 | MED-3474 | MED-3480,MED-3467 | MED-3469 | MED-3471 | MED-3473 | MED-3474 | MED-3475 | MED-3476 | MED-3477 | MED-3478 | MED-3479 | MED-3480 | MED-3481 | MED-3482 | MED-3483 | MED-3484 | MED-3485 | MED-4013 | MED-4019 | MED-4022 | MED-4023 | MED-4024 | MED-4025 | MED-4029 | MED-4030 | MED-4031 | MED-4032 | MED-4033 | MED-4034 | MED-4035 | MED-4036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
test,Vanilla BM25,bm25_keep,PLAIN-1161,fava beans,1.0,0.2,0.38685280723454163,0.0,1,2,1.1,fava beans,MED-3606 | MED-2979 | MED-2801 | MED-2089 | MED-4281,MED-4281,,,,,,
test,BM25 keyword,bm25_keyword,PLAIN-1161,fava beans,1.0,0.2,0.38685280723454163,0.0,1,2,1.1,fava beans,MED-3606 | MED-2979 | MED-2801 | MED-2089 | MED-4281,MED-4281,,,,,,
test,Dense original,dense_keep,PLAIN-1161,fava beans,0.0,0.0,0.0,0.0,1,2,0.0,fava beans,MED-3755 | MED-3226 | MED-2214 | MED-2442 | MED-1748,MED-4281,,,,,,
test,Dense keyword,dense_keyword,PLAIN-1161,fava beans,0.0,0.0,0.0,0.0,1,2,0.0,fava beans,MED-3755 | MED-3226 | MED-2214 | MED-2442 | MED-1748,MED-4281,,,,,,
test,Hybrid original,hybrid_keep,PLAIN-1161,fava beans,0.0,0.0,0.0,0.03,2,2,-0.03,fava beans,MED-3606 | MED-3755 | MED-2979 | MED-3226 | MED-2214,MED-4281,,,,,,
test,Hybrid keyword,hybrid_keyword,PLAIN-1161,fava beans,0.0,0.0,0.0,0.03,2,2,-0.03,fava beans,MED-3606 | MED-3755 | MED-2979 | MED-3226 | MED-2214,MED-4281,,,,,,
test,Train-best retrieval action,dense_keep,PLAIN-1161,fava beans,0.0,0.0,0.0,0.0,1,2,0.0,fava beans,MED-3755 | MED-3226 | MED-2214 | MED-2442 | MED-1748,MED-4281,,,,,,
test,Selective retrieval policy,dense_keep,PLAIN-1161,fava beans,0.0,0.0,0.0,0.0,1,2,0.0,fava beans,MED-3755 | MED-3226 | MED-2214 | MED-2442 | MED-1748,MED-4281,dense_keep,,False,0.0,0.777530233958183,0.777530233958183
test,Confidence-gated retrieval policy,dense_keep,PLAIN-1161,fava beans,0.0,0.0,0.0,0.0,1,2,0.0,fava beans,MED-3755 | MED-3226 | MED-2214 | MED-2442 | MED-1748,MED-4281,dense_keep,dense_keep,True,0.0,0.777530233958183,0.777530233958183
test,Oracle retrieval action,bm25_keep,PLAIN-1161,fava beans,1.0,0.2,0.38685280723454163,0.0,1,2,1.1,fava beans,MED-3606 | MED-2979 | MED-2801 | MED-2089 | MED-4281,MED-4281,,,,,,
test,Vanilla BM25,bm25_keep,PLAIN-817,canker sores,0.0,0.0,0.0,0.0,1,2,0.0,canker sores,MED-1339 | MED-5221 | MED-2973 | MED-1027 | MED-1693,MED-4841,,,,,,
test,BM25 keyword,bm25_keyword,PLAIN-817,canker sores,0.0,0.0,0.0,0.0,1,2,0.0,canker sores,MED-1339 | MED-5221 | MED-2973 | MED-1027 | MED-1693,MED-4841,,,,,,
test,Dense original,dense_keep,PLAIN-817,canker sores,1.0,1.0,1.0,0.0,1,2,1.5,canker sores,MED-4841 | MED-1026 | MED-926 | MED-3895 | MED-3844,MED-4841,,,,,,
test,Dense keyword,dense_keyword,PLAIN-817,canker sores,1.0,1.0,1.0,0.0,1,2,1.5,canker sores,MED-4841 | MED-1026 | MED-926 | MED-3895 | MED-3844,MED-4841,,,,,,
test,Hybrid original,hybrid_keep,PLAIN-817,canker sores,1.0,0.5,0.6309297535714575,0.03,2,2,1.22,canker sores,MED-1339 | MED-4841 | MED-1026 | MED-5221 | MED-2973,MED-4841,,,,,,
test,Hybrid keyword,hybrid_keyword,PLAIN-817,canker sores,1.0,0.5,0.6309297535714575,0.03,2,2,1.22,canker sores,MED-1339 | MED-4841 | MED-1026 | MED-5221 | MED-2973,MED-4841,,,,,,
test,Train-best retrieval action,dense_keep,PLAIN-817,canker sores,1.0,1.0,1.0,0.0,1,2,1.5,canker sores,MED-4841 | MED-1026 | MED-926 | MED-3895 | MED-3844,MED-4841,,,,,,
test,Selective retrieval policy,dense_keep,PLAIN-817,canker sores,1.0,1.0,1.0,0.0,1,2,1.5,canker sores,MED-4841 | MED-1026 | MED-926 | MED-3895 | MED-3844,MED-4841,dense_keep,,False,0.0,0.777530233958183,0.777530233958183
test,Confidence-gated retrieval policy,dense_keep,PLAIN-817,canker sores,1.0,1.0,1.0,0.0,1,2,1.5,canker sores,MED-4841 | MED-1026 | MED-926 | MED-3895 | MED-3844,MED-4841,dense_keep,dense_keep,True,0.0,0.777530233958183,0.777530233958183
test,Oracle retrieval action,dense_keep,PLAIN-817,canker sores,1.0,1.0,1.0,0.0,1,2,1.5,canker sores,MED-4841 | MED-1026 | MED-926 | MED-3895 | MED-3844,MED-4841,,,,,,
test,Vanilla BM25,bm25_keep,PLAIN-2520,Caloric Restriction vs. Plant-Based Diets,0.0684931506849315,1.0,1.0,0.0,1,5,0.5684931506849316,Caloric Restriction vs. Plant-Based Diets,MED-1723 | MED-2507 | MED-2138 | MED-2519 | MED-2506,MED-1711 | MED-1712 | MED-1714 | MED-1715 | MED-1716 | MED-1717 | MED-1718 | MED-1719 | MED-1720 | MED-1721 | MED-1722 | MED-1723 | MED-1724 | MED-2114 | MED-2115 | MED-2116 | MED-2117 | MED-2120 | MED-2121 | MED-2122 | MED-2123 | MED-2124 | MED-2126 | MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2763 | MED-2943 | MED-3436 | MED-4211 | MED-4212 | MED-4216 | MED-4220 | MED-4222 | MED-4223 | MED-4224 | MED-4225 | MED-4226 | MED-4227 | MED-4228 | MED-4612 | MED-4886 | MED-4896 | MED-5237 | MED-5239 | MED-5337 | MED-5341,,,,,,
test,BM25 keyword,bm25_keyword,PLAIN-2520,Caloric Restriction vs. Plant-Based Diets,0.0684931506849315,1.0,1.0,0.0,1,6,0.5684931506849316,caloric restriction vs plant based diets,MED-1723 | MED-2507 | MED-2138 | MED-2519 | MED-2506,MED-1711 | MED-1712 | MED-1714 | MED-1715 | MED-1716 | MED-1717 | MED-1718 | MED-1719 | MED-1720 | MED-1721 | MED-1722 | MED-1723 | MED-1724 | MED-2114 | MED-2115 | MED-2116 | MED-2117 | MED-2120 | MED-2121 | MED-2122 | MED-2123 | MED-2124 | MED-2126 | MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2763 | MED-2943 | MED-3436 | MED-4211 | MED-4212 | MED-4216 | MED-4220 | MED-4222 | MED-4223 | MED-4224 | MED-4225 | MED-4226 | MED-4227 | MED-4228 | MED-4612 | MED-4886 | MED-4896 | MED-5237 | MED-5239 | MED-5337 | MED-5341,,,,,,
test,Dense original,dense_keep,PLAIN-2520,Caloric Restriction vs. Plant-Based Diets,0.0684931506849315,1.0,1.0,0.0,1,5,0.5684931506849316,Caloric Restriction vs. Plant-Based Diets,MED-4224 | MED-2521 | MED-2123 | MED-2126 | MED-2512,MED-1711 | MED-1712 | MED-1714 | MED-1715 | MED-1716 | MED-1717 | MED-1718 | MED-1719 | MED-1720 | MED-1721 | MED-1722 | MED-1723 | MED-1724 | MED-2114 | MED-2115 | MED-2116 | MED-2117 | MED-2120 | MED-2121 | MED-2122 | MED-2123 | MED-2124 | MED-2126 | MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2763 | MED-2943 | MED-3436 | MED-4211 | MED-4212 | MED-4216 | MED-4220 | MED-4222 | MED-4223 | MED-4224 | MED-4225 | MED-4226 | MED-4227 | MED-4228 | MED-4612 | MED-4886 | MED-4896 | MED-5237 | MED-5239 | MED-5337 | MED-5341,,,,,,
test,Dense keyword,dense_keyword,PLAIN-2520,Caloric Restriction vs. Plant-Based Diets,0.0684931506849315,1.0,1.0,0.0,1,6,0.5684931506849316,caloric restriction vs plant based diets,MED-4226 | MED-2501 | MED-1714 | MED-4220 | MED-1715,MED-1711 | MED-1712 | MED-1714 | MED-1715 | MED-1716 | MED-1717 | MED-1718 | MED-1719 | MED-1720 | MED-1721 | MED-1722 | MED-1723 | MED-1724 | MED-2114 | MED-2115 | MED-2116 | MED-2117 | MED-2120 | MED-2121 | MED-2122 | MED-2123 | MED-2124 | MED-2126 | MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2763 | MED-2943 | MED-3436 | MED-4211 | MED-4212 | MED-4216 | MED-4220 | MED-4222 | MED-4223 | MED-4224 | MED-4225 | MED-4226 | MED-4227 | MED-4228 | MED-4612 | MED-4886 | MED-4896 | MED-5237 | MED-5239 | MED-5337 | MED-5341,,,,,,
test,Hybrid original,hybrid_keep,PLAIN-2520,Caloric Restriction vs. Plant-Based Diets,0.0684931506849315,1.0,1.0,0.03,2,5,0.5384931506849315,Caloric Restriction vs. Plant-Based Diets,MED-1723 | MED-4224 | MED-2507 | MED-2521 | MED-2123,MED-1711 | MED-1712 | MED-1714 | MED-1715 | MED-1716 | MED-1717 | MED-1718 | MED-1719 | MED-1720 | MED-1721 | MED-1722 | MED-1723 | MED-1724 | MED-2114 | MED-2115 | MED-2116 | MED-2117 | MED-2120 | MED-2121 | MED-2122 | MED-2123 | MED-2124 | MED-2126 | MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2763 | MED-2943 | MED-3436 | MED-4211 | MED-4212 | MED-4216 | MED-4220 | MED-4222 | MED-4223 | MED-4224 | MED-4225 | MED-4226 | MED-4227 | MED-4228 | MED-4612 | MED-4886 | MED-4896 | MED-5237 | MED-5239 | MED-5337 | MED-5341,,,,,,
test,Hybrid keyword,hybrid_keyword,PLAIN-2520,Caloric Restriction vs. Plant-Based Diets,0.0684931506849315,1.0,1.0,0.03,2,6,0.5384931506849315,caloric restriction vs plant based diets,MED-1723 | MED-4226 | MED-2501 | MED-2507 | MED-1714,MED-1711 | MED-1712 | MED-1714 | MED-1715 | MED-1716 | MED-1717 | MED-1718 | MED-1719 | MED-1720 | MED-1721 | MED-1722 | MED-1723 | MED-1724 | MED-2114 | MED-2115 | MED-2116 | MED-2117 | MED-2120 | MED-2121 | MED-2122 | MED-2123 | MED-2124 | MED-2126 | MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2763 | MED-2943 | MED-3436 | MED-4211 | MED-4212 | MED-4216 | MED-4220 | MED-4222 | MED-4223 | MED-4224 | MED-4225 | MED-4226 | MED-4227 | MED-4228 | MED-4612 | MED-4886 | MED-4896 | MED-5237 | MED-5239 | MED-5337 | MED-5341,,,,,,
test,Train-best retrieval action,dense_keep,PLAIN-2520,Caloric Restriction vs. Plant-Based Diets,0.0684931506849315,1.0,1.0,0.0,1,5,0.5684931506849316,Caloric Restriction vs. Plant-Based Diets,MED-4224 | MED-2521 | MED-2123 | MED-2126 | MED-2512,MED-1711 | MED-1712 | MED-1714 | MED-1715 | MED-1716 | MED-1717 | MED-1718 | MED-1719 | MED-1720 | MED-1721 | MED-1722 | MED-1723 | MED-1724 | MED-2114 | MED-2115 | MED-2116 | MED-2117 | MED-2120 | MED-2121 | MED-2122 | MED-2123 | MED-2124 | MED-2126 | MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2763 | MED-2943 | MED-3436 | MED-4211 | MED-4212 | MED-4216 | MED-4220 | MED-4222 | MED-4223 | MED-4224 | MED-4225 | MED-4226 | MED-4227 | MED-4228 | MED-4612 | MED-4886 | MED-4896 | MED-5237 | MED-5239 | MED-5337 | MED-5341,,,,,,
test,Selective retrieval policy,dense_keep,PLAIN-2520,Caloric Restriction vs. Plant-Based Diets,0.0684931506849315,1.0,1.0,0.0,1,5,0.5684931506849316,Caloric Restriction vs. Plant-Based Diets,MED-4224 | MED-2521 | MED-2123 | MED-2126 | MED-2512,MED-1711 | MED-1712 | MED-1714 | MED-1715 | MED-1716 | MED-1717 | MED-1718 | MED-1719 | MED-1720 | MED-1721 | MED-1722 | MED-1723 | MED-1724 | MED-2114 | MED-2115 | MED-2116 | MED-2117 | MED-2120 | MED-2121 | MED-2122 | MED-2123 | MED-2124 | MED-2126 | MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2763 | MED-2943 | MED-3436 | MED-4211 | MED-4212 | MED-4216 | MED-4220 | MED-4222 | MED-4223 | MED-4224 | MED-4225 | MED-4226 | MED-4227 | MED-4228 | MED-4612 | MED-4886 | MED-4896 | MED-5237 | MED-5239 | MED-5337 | MED-5341,dense_keep,,False,0.0,0.8235377939145699,0.8235377939145699
test,Confidence-gated retrieval policy,dense_keep,PLAIN-2520,Caloric Restriction vs. Plant-Based Diets,0.0684931506849315,1.0,1.0,0.0,1,5,0.5684931506849316,Caloric Restriction vs. Plant-Based Diets,MED-4224 | MED-2521 | MED-2123 | MED-2126 | MED-2512,MED-1711 | MED-1712 | MED-1714 | MED-1715 | MED-1716 | MED-1717 | MED-1718 | MED-1719 | MED-1720 | MED-1721 | MED-1722 | MED-1723 | MED-1724 | MED-2114 | MED-2115 | MED-2116 | MED-2117 | MED-2120 | MED-2121 | MED-2122 | MED-2123 | MED-2124 | MED-2126 | MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2763 | MED-2943 | MED-3436 | MED-4211 | MED-4212 | MED-4216 | MED-4220 | MED-4222 | MED-4223 | MED-4224 | MED-4225 | MED-4226 | MED-4227 | MED-4228 | MED-4612 | MED-4886 | MED-4896 | MED-5237 | MED-5239 | MED-5337 | MED-5341,dense_keep,dense_keep,True,0.0,0.8235377939145699,0.8235377939145699
test,Oracle retrieval action,bm25_keep,PLAIN-2520,Caloric Restriction vs. Plant-Based Diets,0.0684931506849315,1.0,1.0,0.0,1,5,0.5684931506849316,Caloric Restriction vs. Plant-Based Diets,MED-1723 | MED-2507 | MED-2138 | MED-2519 | MED-2506,MED-1711 | MED-1712 | MED-1714 | MED-1715 | MED-1716 | MED-1717 | MED-1718 | MED-1719 | MED-1720 | MED-1721 | MED-1722 | MED-1723 | MED-1724 | MED-2114 | MED-2115 | MED-2116 | MED-2117 | MED-2120 | MED-2121 | MED-2122 | MED-2123 | MED-2124 | MED-2126 | MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2763 | MED-2943 | MED-3436 | MED-4211 | MED-4212 | MED-4216 | MED-4220 | MED-4222 | MED-4223 | MED-4224 | MED-4225 | MED-4226 | MED-4227 | MED-4228 | MED-4612 | MED-4886 | MED-4896 | MED-5237 | MED-5239 | MED-5337 | MED-5341,,,,,,
test,Vanilla BM25,bm25_keep,PLAIN-1962,pumpkin,0.38461538461538464,1.0,1.0,0.0,1,1,0.8846153846153846,pumpkin,MED-3621 | MED-3617 | MED-2827 | MED-3000 | MED-3622,MED-2826 | MED-2827 | MED-2830 | MED-2831 | MED-2999 | MED-3000 | MED-3001 | MED-3615 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622,,,,,,
test,BM25 keyword,bm25_keyword,PLAIN-1962,pumpkin,0.38461538461538464,1.0,1.0,0.0,1,1,0.8846153846153846,pumpkin,MED-3621 | MED-3617 | MED-2827 | MED-3000 | MED-3622,MED-2826 | MED-2827 | MED-2830 | MED-2831 | MED-2999 | MED-3000 | MED-3001 | MED-3615 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622,,,,,,
test,Dense original,dense_keep,PLAIN-1962,pumpkin,0.38461538461538464,1.0,1.0,0.0,1,1,0.8846153846153846,pumpkin,MED-2999 | MED-3622 | MED-3615 | MED-2826 | MED-3617,MED-2826 | MED-2827 | MED-2830 | MED-2831 | MED-2999 | MED-3000 | MED-3001 | MED-3615 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622,,,,,,
test,Dense keyword,dense_keyword,PLAIN-1962,pumpkin,0.38461538461538464,1.0,1.0,0.0,1,1,0.8846153846153846,pumpkin,MED-2999 | MED-3622 | MED-3615 | MED-2826 | MED-3617,MED-2826 | MED-2827 | MED-2830 | MED-2831 | MED-2999 | MED-3000 | MED-3001 | MED-3615 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622,,,,,,
test,Hybrid original,hybrid_keep,PLAIN-1962,pumpkin,0.38461538461538464,1.0,1.0,0.03,2,1,0.8546153846153846,pumpkin,MED-2999 | MED-3621 | MED-3617 | MED-3622 | MED-2827,MED-2826 | MED-2827 | MED-2830 | MED-2831 | MED-2999 | MED-3000 | MED-3001 | MED-3615 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622,,,,,,
test,Hybrid keyword,hybrid_keyword,PLAIN-1962,pumpkin,0.38461538461538464,1.0,1.0,0.03,2,1,0.8546153846153846,pumpkin,MED-2999 | MED-3621 | MED-3617 | MED-3622 | MED-2827,MED-2826 | MED-2827 | MED-2830 | MED-2831 | MED-2999 | MED-3000 | MED-3001 | MED-3615 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622,,,,,,
test,Train-best retrieval action,dense_keep,PLAIN-1962,pumpkin,0.38461538461538464,1.0,1.0,0.0,1,1,0.8846153846153846,pumpkin,MED-2999 | MED-3622 | MED-3615 | MED-2826 | MED-3617,MED-2826 | MED-2827 | MED-2830 | MED-2831 | MED-2999 | MED-3000 | MED-3001 | MED-3615 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622,,,,,,
test,Selective retrieval policy,dense_keep,PLAIN-1962,pumpkin,0.38461538461538464,1.0,1.0,0.0,1,1,0.8846153846153846,pumpkin,MED-2999 | MED-3622 | MED-3615 | MED-2826 | MED-3617,MED-2826 | MED-2827 | MED-2830 | MED-2831 | MED-2999 | MED-3000 | MED-3001 | MED-3615 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622,dense_keep,,False,0.0,0.7754988738158868,0.7754988738158868
test,Confidence-gated retrieval policy,dense_keep,PLAIN-1962,pumpkin,0.38461538461538464,1.0,1.0,0.0,1,1,0.8846153846153846,pumpkin,MED-2999 | MED-3622 | MED-3615 | MED-2826 | MED-3617,MED-2826 | MED-2827 | MED-2830 | MED-2831 | MED-2999 | MED-3000 | MED-3001 | MED-3615 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622,dense_keep,dense_keep,True,0.0,0.7754988738158868,0.7754988738158868
test,Oracle retrieval action,bm25_keep,PLAIN-1962,pumpkin,0.38461538461538464,1.0,1.0,0.0,1,1,0.8846153846153846,pumpkin,MED-3621 | MED-3617 | MED-2827 | MED-3000 | MED-3622,MED-2826 | MED-2827 | MED-2830 | MED-2831 | MED-2999 | MED-3000 | MED-3001 | MED-3615 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622,,,,,,
