method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs
No cost penalty,decompose,5a79c7ac5542994bb9457097,How many girls and boys are in the seventeen sibling family featured on Counting On?,1.0,1.0,0.8772153153380493,0.1,2,14,1.4,How many girls || boys are in the seventeen sibling family featured on Counting On,Counting On | List of Counting On episodes | Hillstream loach | 19 Kids and Counting | Chris Burnett,19 Kids and Counting | Counting On
No cost penalty,keep,5abbf7d755429931dba145eb,ICI House is now named after the company that provides what type of item?,0.5,0.5,0.38685280723454163,0.0,1,14,0.75,ICI House is now named after the company that provides what type of item?,ICI Laboratory | ICI House | Datalogix | Type 346 Radar | Recettear: An Item Shop's Tale,ICI House | Orica
No cost penalty,keyword_compress,5ae7b6055542993210983f00,What is the organized crime syndicate founded and led by Carlos Alberto Rosales Mendoza who is friends with Osiel Cárdenas Guillén?,0.5,1.0,0.6131471927654584,0.0,1,15,1.0,organized crime syndicate founded led carlos alberto rosales mendoza friends osiel c rdenas guill n,Carlos Rosales Mendoza | La Familia Michoacana | Mario Cárdenas Guillén | Rafael Cárdenas Vela | Arturo Guzmán Decena,Carlos Rosales Mendoza | Osiel Cárdenas Guillén
No cost penalty,entity_expand,5abe19895542991f661060c2,Liaocheng and Shayang County are both located in which country?,0.5,1.0,0.6131471927654584,0.04,1,8,0.96,Liaocheng Shayang County shayang county both located country,"Shayang County | Quan (state) | Dong'e County | Clay County Historical Museum | Marion County, Missouri",Liaocheng | Shayang County
No cost penalty,keyword_compress,5ae09a6b55429924de1b710d,Where was the community schools to which Franklin Community High School was part of headquartered ?,1.0,1.0,1.0,0.0,1,8,1.5,community schools franklin community high school part headquartered,Franklin Community Schools | Franklin Community High School | St. Charles Community Schools | Culver Community High School | Lakes Community High School,Franklin Community High School | Franklin Community Schools
No cost penalty,keep,5a826d2f5542995ce29dcd05,What did the person in which the Toronto Pearson International Airport is named in honour of organize to win the Nobel Peace Prize?,0.5,1.0,0.6131471927654584,0.0,1,23,1.0,What did the person in which the Toronto Pearson International Airport is named in honour of organize to win the Nobel Peace Prize?,Toronto Pearson International Airport | John C. Munro Hamilton International Airport | History of Toronto Pearson International Airport | Greater Toronto Airports Authority | Toronto Pearson Terminal 1 Station,Lester B. Pearson | Toronto Pearson International Airport
No cost penalty,keep,5abf63f15542997ec76fd3ea,Alexander Kerensky was defeated and destroyed by the Bolsheviks in the course of a civil war that ended when ?,1.0,1.0,1.0,0.0,1,20,1.5,Alexander Kerensky was defeated and destroyed by the Bolsheviks in the course of a civil war that ended when ?,Socialist Revolutionary Party | Russian Civil War | Communism in Russia | Timofey Samsonov | Left-wing uprisings against the Bolsheviks,Russian Civil War | Socialist Revolutionary Party
No cost penalty,decompose,5ae1e80b5542997f29b3c197,Progress MS-09 was used to resupply the satellite that first launched into orbit in what year?,1.0,1.0,1.0,0.1,2,11,1.4,progress ms 09 used resupply || satellite first launched into orbit year,Progress MS-09 | International Space Station | Progress M-17 | Progress M-15 | Progress M-18M,International Space Station | Progress MS-09
No cost penalty,keyword_compress,5ae8189655429952e35eaa11,"What type of music features Geetam, created by a devotee of Lord Krishna?",1.0,1.0,1.0,0.0,1,8,1.5,type music features geetam created devotee lord krishna,Geetam | Purandara Dasa | Chitralekha (deity) | Krishna Priya | Neyyattinkara Sree Krishna Swami Temple,Geetam | Purandara Dasa
No cost penalty,keep,5a87081755429960ec39b6fe,"Jessica Jones is a television series created for Netflix, the second in the series of the shows that lead to ""The Defenders"" miniseries after what show released on Netflix earlier?",0.5,1.0,0.6131471927654584,0.0,1,30,1.0,"Jessica Jones is a television series created for Netflix, the second in the series of the shows that lead to ""The Defenders"" miniseries after what show released on Netflix earlier?",Jessica Jones (TV series) | List of Jessica Jones characters | Iron Fist (TV series) | List of Iron Fist characters | Daredevil (TV series),Jessica Jones (TV series) | The Defenders (miniseries)
No cost penalty,keyword_compress,5a8c78a8554299585d9e36bc,Who coined the phrase that marked the period which included Sir Alexander Woodford's command of the 2nd battalion of the coldstream guards at the battle of waterloo?,1.0,1.0,1.0,0.0,1,16,1.5,coined phrase marked period included sir alexander woodford s command 2nd battalion coldstream guards battle waterloo,"Alexander George Woodford | Hundred Days | Adolphus Frederick Alexander Woodford | Brigade of the Guards | 2nd Battalion, 28th Marines",Alexander George Woodford | Hundred Days
No cost penalty,keyword_compress,5adec7925542995534e8c70d,Which book by William A. Dembski summarizes the concepts he introduced about intelligent design in another of his works?,1.0,0.3333333333333333,0.5706417189553201,0.0,1,11,1.1666666666666667,book william dembski summarizes concepts introduced about intelligent design another works,The Design Revolution | Signature in the Cell | Intelligent Design (book) | The Design Inference | William A. Dembski,Intelligent Design (book) | The Design Inference
No cost penalty,entity_expand,5a7ced4355429909bec76895,"Which was released first, Gasland or To Shoot an Elephant?",1.0,1.0,0.9197207891481876,0.02,1,7,1.48,Gasland To Shoot Elephant released first shoot,To Shoot an Elephant | Shoot the Bullet | Gasland | Onimusha: Warlords | Seoulite (album),Gasland | To Shoot an Elephant
No cost penalty,keyword_compress,5ae06ee755429945ae959352,What is the city where Orville Siegfried went to college and that is located in Jackson county?,0.5,1.0,0.6131471927654584,0.0,1,8,1.0,city orville siegfried went college located jackson county,"Orville Siegfried | Jackson College | Jackson County Early College | Jackson County, Arkansas | Advent, West Virginia","Lee's Summit, Missouri | Orville Siegfried"
No cost penalty,entity_expand,5adea0c5554299728e26c776,Are both Helen Dunmore and M. P. Shiel of West Indian descent?,1.0,1.0,0.9197207891481876,0.08,1,13,1.42,Helen Dunmore Shiel West Indian both helen dunmore m p west indian descent,M. P. Shiel | Riptide (book series) | Helen Dunmore | Mourning Ruby | The Siege (Dunmore novel),Helen Dunmore | M. P. Shiel
No cost penalty,keep,5a8bc1565542996e8ac88a0c,What election was Senator Harry Reid at in Nevada?,0.0,0.0,0.0,0.0,1,9,0.0,What election was Senator Harry Reid at in Nevada?,"Lula J. Davis | United States Senate election in Nevada, 1998 | United States Senate election in Nevada, 2004 | Rory Reid | United States Senate election in Nevada, 1992","Bob Beers (Nevada) | United States Senate election in Nevada, 2016"
No cost penalty,entity_expand,5ae383e15542992f92d822fb,"Which film is newer, The Apple Dumpling Gang or Heavyweights?",0.5,1.0,0.6131471927654584,0.06,1,10,0.94,The Apple Dumpling Gang Heavyweights film newer apple dumpling gang,The Apple Dumpling Gang (film) | The Apple Dumpling Gang Rides Again | The Apple Dumpling Gang | Gun Shy (TV series) | Buddy Baker (composer),Heavyweights | The Apple Dumpling Gang (film)
No cost penalty,decompose,5ab82fe155429919ba4e225a,What is the name of one the Italian Navy's new warship?,0.5,0.5,0.38685280723454163,0.1,2,7,0.65,name one italian || navy s new warship,"Italian ship Anteo (A5309) | PPA, Pattugliatori Polivalenti d'Altura | Italian Navy | MT explosive motorboat | Theodore D. Wilson","Frigate | PPA, Pattugliatori Polivalenti d'Altura"
No cost penalty,keyword_compress,5ac3d2ac554299741d48a330,What has Henry Winkler worked as that Norman Foster has not?,1.0,0.25,0.5012658353418871,0.0,1,6,1.125,henry winkler worked norman foster not,Immanuel Winkler | Anthony Hunt | Cop and a Half | Norman Foster (director) | Henry Winkler,Henry Winkler | Norman Foster (director)
No cost penalty,keyword_compress,5a81b43d5542995ce29dcc39,John Stoltenberg is the managing editor of the magazine that focuses on what?,1.0,1.0,1.0,0.0,1,6,1.5,john stoltenberg managing editor magazine focuses,John Stoltenberg | AARP The Magazine | Richard Stolley | André Laguerre | Richard Lange,AARP The Magazine | John Stoltenberg
No cost penalty,entity_expand,5abe18e055429976d4830a74,Is the university that owns WCSU-FM historically black or white?,1.0,1.0,0.8772153153380493,0.0,1,7,1.5,university owns wcsu fm historically black white,WCSU-FM | Historically black law schools | University of Maryland Eastern Shore | Central State University | Savannah State University,Central State University | WCSU-FM
No cost penalty,entity_expand,5a773ec45542994aec3b7245," Who was born earlier, Simone Bolelli or Caroline Wozniacki?",1.0,0.5,0.6934264036172708,0.08,1,10,1.17,Simone Bolelli Caroline Wozniacki born earlier simone bolelli caroline wozniacki,Patrik Wozniacki | Simone Bolelli | Caroline Wozniacki | Fabio Fognini | Caroline Wozniacki career statistics,Caroline Wozniacki | Simone Bolelli
No cost penalty,keep,5adebc51554299728e26c799,What band did both Delores Holmes and an inductee to the Rock and Roll Hall of Fame sing in?,0.5,1.0,0.6131471927654584,0.0,1,19,1.0,What band did both Delores Holmes and an inductee to the Rock and Roll Hall of Fame sing in?,Delores Holmes | Rock &amp; Roll Hall of Fame Covers EP | Rock and Roll Hall of Fame | Bill Pinkney | Ginger Baker,Delores Holmes | Garry Tallent
No cost penalty,keyword_compress,5a8209845542990a1d231f1f,The Peabody Hotel in Memphis (and a sister hotel in Orlando) are named after what residents of the hotel rooftop?,1.0,1.0,1.0,0.0,1,11,1.5,peabody hotel memphis sister hotel orlando named after residents hotel rooftop,"Hyatt Regency Orlando | Peabody Hotel | Majestic Hotel, Barrow-in-Furness | Kaohsiung Grand Hotel | Arlington Hotel (Hot Springs National Park)",Hyatt Regency Orlando | Peabody Hotel
No cost penalty,decompose,5a7fc21455429969796c1b4b,Who narrates the documentary television series that features the largest airline in the United Kingdom based on fleet size? ,1.0,1.0,1.0,0.1,2,12,1.4,narrates documentary television series features largest || airline united kingdom based fleet size,A Very British Airline | British Airways | History of British Airways | Virgin Australia | IndiGo,A Very British Airline | British Airways
No cost penalty,decompose,5abc17555542993a06baf858,Lisa Howard had a role in the comedy that had music and lyrics by whom?,1.0,0.5,0.6509209298071326,0.1,2,14,1.15,Lisa Howard had a role in the comedy that had music || lyrics by whom,Lisa Howard (Canadian actress) | The 25th Annual Putnam County Spelling Bee | Lisa Howard (reporter) | Lisa Howard (American actress) | Anne Lindsey,Lisa Howard (American actress) | The 25th Annual Putnam County Spelling Bee
No cost penalty,entity_expand,5a739b1955429978a71e9044,What company claims to manufacture one out of every three objects that provide a shelf life typically ranging from one to five years?,1.0,1.0,0.8503449055347546,0.0,1,15,1.5,company claims manufacture one out every three objects provide shelf life typically ranging five years,"Crown Holdings | Confidence Group | Chapter 13, Title 11, United States Code | Buddhism and sexuality | Canning",Canning | Crown Holdings
No cost penalty,keyword_compress,5abb30755542996cc5e49fd8,Ronald Reagan and George H. W. Bush both held which position in office?,0.5,0.5,0.38685280723454163,0.0,1,10,0.75,ronald reagan george h w bush both held position office,Reagan Democrat | Presidency of Ronald Reagan | First inauguration of Ronald Reagan | William Flynn Martin | Second inauguration of Ronald Reagan,George H. W. Bush | Presidency of Ronald Reagan
No cost penalty,keyword_compress,5ae0bf3a55429906c02dab21,Which Democrat running for president in 2020 currently holds Maryland’s 6th district in the US House of Representatives?,1.0,1.0,1.0,0.0,1,13,1.5,democrat running president 2020 currently holds maryland s 6th district us house representatives,Maryland's 6th congressional district | John Delaney (Maryland politician) | Dave Bruderly | Washington's 6th congressional district | Will Brooke (businessman),John Delaney (Maryland politician) | Maryland's 6th congressional district
No cost penalty,keyword_compress,5abd6cb955429933744ab7cd,The creature HNoMS Draug is named after comes from what kind of mythology?,1.0,0.5,0.6240505200038379,0.0,1,8,1.25,creature hnoms draug named after comes kind mythology,HNoMS Vidar (N52) | Draugr | HNoMS Troll | HNoMS Nordkapp | HNoMS Draug,Draugr | HNoMS Draug
No cost penalty,keep,5adc3d7455429944faac248a,When did the event that led Marissa Kurtimah to flee her country of birth begin? ,0.5,1.0,0.6131471927654584,0.0,1,15,1.0,When did the event that led Marissa Kurtimah to flee her country of birth begin?,Marissa Kurtimah | West African Ebola virus epidemic | Place of birth | Sen Soulintha | Jewish Underground,Marissa Kurtimah | Sierra Leone Civil War
No cost penalty,keyword_compress,5abccf6755429965836004ab,In what year was the British actress who starred in a film adaptation of a series of eight children's books written by P. L. Travers born?,1.0,1.0,0.9197207891481876,0.0,1,16,1.5,year british actress starred film adaptation series eight children s books written p l travers born,Karen Dotrice | Susan Travers (actress) | Mary Poppins | Mary Poppins (disambiguation) | Empire Award for Best British Actress,Karen Dotrice | Mary Poppins
No cost penalty,keep,5aba9d7955429901930fa85f,Which actor/actress from Overnight Delivery was born in New Orleans?,0.5,1.0,0.6131471927654584,0.0,1,10,1.0,Which actor/actress from Overnight Delivery was born in New Orleans?,Reese Witherspoon | Ron Bechet | City of New Orleans (train) | Paul Soniat | List of New Orleans Pelicans head coaches,Overnight Delivery | Reese Witherspoon
No cost penalty,decompose,5a7cf29255429909bec768b8,The Ingerophrynus gollum is named after a character in a book that sold how many copies?,0.5,0.2,0.23719771276929622,0.1,2,15,0.5,The Ingerophrynus gollum is named || a character in a book that sold how many copies,Suanfa tongzong | Gollum: How We Made Movie Magic | Ingerophrynus | Cosmological interpretation of quantum mechanics | Ingerophrynus gollum,Ingerophrynus gollum | The Lord of the Rings
No cost penalty,entity_expand,5abae3205542996cc5e49edc,What award did the writer of Never Let Me Go novel win in 1989?,1.0,1.0,0.9197207891481876,0.08,1,13,1.42,Never Let Me Go award writer never let me go novel win 1989,Never Let Me Go (novel) | Never Let Me Go (2010 film) | The Remains of the Day | Never Let Me Go (Johnny Ace song) | Never Let You Go: Shindemo Hanasanai,Never Let Me Go (novel) | The Remains of the Day
No cost penalty,keyword_compress,5ac1b1345542994ab5c67dd0,Sinch when has the rank held by Sir Charles Comyn Egertong been the highest in the British Army?  ,1.0,1.0,0.9197207891481876,0.0,1,11,1.5,sinch rank held sir charles comyn egertong been highest british army,Charles Egerton (Indian Army officer) | Charles Forbes-Leith | Field marshal (United Kingdom) | General (United Kingdom) | Sowar,Charles Egerton (Indian Army officer) | Field marshal (United Kingdom)
No cost penalty,entity_expand,5a7732dc55429972597f149b,What 1944 Bollywood film was the mother of Bollywood actor Govinda in?,1.0,1.0,0.9197207891481876,0.0,1,6,1.5,Bollywood Govinda 1944 film mother actor,Nirmala Devi | Raunaq | Geet (1944 film) | Dost (1944 film) | Naach Govinda Naach,Geet (1944 film) | Nirmala Devi
No cost penalty,keyword_compress,5a90d25655429916514e7585,"Who is younger, Martin Luther King III or his brother Dexter?",1.0,0.5,0.6934264036172708,0.0,1,7,1.25,younger martin luther king iii brother dexter,Dexter Scott King | King (miniseries) | Martin Luther King III | Martin Luther King Jr. Day | Martin Luther King Jr. National Historic Site,King (miniseries) | Martin Luther King III
No cost penalty,keep,5abee70a5542994516f45476,"What role did Anne Innes-Ker, Duchess of Roxburghe (daughter of the 7th Duke of Marlborough) serve to Queen Victoria?",1.0,1.0,0.8503449055347546,0.0,1,19,1.5,"What role did Anne Innes-Ker, Duchess of Roxburghe (daughter of the 7th Duke of Marlborough) serve to Queen Victoria?","Anne Innes-Ker, Duchess of Roxburghe | Arthur Collins (courtier) | Margaret Innes-Ker, Duchess of Roxburghe | James Innes-Ker, 7th Duke of Roxburghe | John Spencer-Churchill, 7th Duke of Marlborough","Anne Innes-Ker, Duchess of Roxburghe | John Spencer-Churchill, 7th Duke of Marlborough"
No cost penalty,keyword_compress,5a8db788554299653c1aa145,"Which male singer performed together with a female American singer, who was born in 1954 and whose third studio album was named Through His Eyes, have a hit duet with in 1985?",1.0,1.0,1.0,0.0,1,18,1.5,male singer performed together female american singer born 1954 third studio album named through eyes hit duet 1985,Marilyn Martin | Through His Eyes | Colbie Caillat | When Christmas Comes | List of songs recorded by Kelly Clarkson,Marilyn Martin | Through His Eyes
No cost penalty,decompose,5ae791cf55429952e35ea978,"The English company behind the British Rail Class D1/3 locomotive, Ruston & Hornsby is now a part of what German company?",1.0,1.0,1.0,0.5,2,48,1.0,"The English The English company behind the British Rail Class D1/3 locomotive, Ruston & Hornsby is now a part of what German company? || British Rail Class D1 The English company behind the British Rail Class D1/3 locomotive, Ruston & Hornsby is now a part of what German company?",British Rail Class D1/3 | Ruston (engine builder) | British Rail Class D1/1 | British Rail Class D3/1 | British Rail Class D2/10,British Rail Class D1/3 | Ruston (engine builder)
No cost penalty,keep,5ab529b8554299637185c4e7,"Who commanded the Anglo-Canadian 21st Army Group and was nicknamed ""Monty""?",1.0,1.0,1.0,0.0,1,11,1.5,"Who commanded the Anglo-Canadian 21st Army Group and was nicknamed ""Monty""?",Bernard Montgomery | Derek Knee | George William Symes | Operation Veritable | 21st Army Group,Bernard Montgomery | Derek Knee
No cost penalty,keep,5a80297f5542992e7d278e08,"Which singer is also a comic book writer, Max Bemis or Robert Palmer?",0.5,1.0,0.6131471927654584,0.0,1,13,1.0,"Which singer is also a comic book writer, Max Bemis or Robert Palmer?",Max Bemis | Comics artist | Max Bemis and the Painful Splits | Bob Kane | Bryan Johnson (comic book writer),Max Bemis | Robert Palmer (singer)
No cost penalty,keep,5a84524a554299123d8c2203,How many books are in the text composed by the founder Nyaya school of Hindu philosophy and is used in the development of Indian logic?,1.0,1.0,1.0,0.0,1,25,1.5,How many books are in the text composed by the founder Nyaya school of Hindu philosophy and is used in the development of Indian logic?,Nyāya Sūtras | Indian logic | Dignāga | Nabadwip | Hindu philosophy,Indian logic | Nyāya Sūtras
No cost penalty,decompose,5ab746c8554299110f219aef,Are Angostura bitters and Springbokkie an alcoholic mixture?,1.0,0.5,0.6934264036172708,0.1,2,7,1.15,Are Angostura bitters || Springbokkie an alcoholic mixture,"Orange bitters | Springbokkie | Angostura bitters | Champagne cocktail | Lemon, Lime and Bitters",Angostura bitters | Springbokkie
Retrieval-only reward,entity_expand,5a712e895542994082a3e636,C.J. Hunter was tested positive for which type of injected steroid before he competed in the 2000 Summer Olympic Games?,0.5,1.0,0.6131471927654584,0.06,1,17,0.94,Hunter Summer Olympic Games c j tested positive type injected steroid before competed 2000 summer olympic games,C. J. Hunter | Hysen Pulaku | Scot Hollonbeck | Trinidad and Tobago at the 2008 Summer Olympics | 2008 Summer Olympics,C. J. Hunter | Nandrolone
Retrieval-only reward,decompose,5ab58f9a554299488d4d99da,"What is the birthday of this Anglo-Irish actress, courtean, and mistress, who was the mother to the illegitimate daughter of King William IV?",0.5,1.0,0.6131471927654584,0.1,2,22,0.9,"What is the birthday of this Anglo-Irish actress, courtean || mistress, who was the mother to the illegitimate daughter of King William IV","Dorothea Jordan | John Crichton-Stuart, 5th Marquess of Bute | Wilhelmina FitzClarence, Countess of Munster | Amelia Cary, Viscountess Falkland | Lady Augusta Gordon","Dorothea Jordan | Elizabeth Hay, Countess of Erroll"
Retrieval-only reward,decompose,5ab72c7d55429928e1fe3830,What was fort orange's initial name?,1.0,0.5,0.6240505200038379,0.1,2,5,1.15,fort orange || s initial name,Oops-Leon | Fort Orange (New Netherland) | Over-Run | Fort Sekondi | Fort Frederick (Albany),Fort Frederick (Albany) | Fort Orange (New Netherland)
Retrieval-only reward,entity_expand,5a809fe75542996402f6a5ba,The Phillips Berlina is a neo-classic car that used stretched underpinings from a car that set a new sales record for what model year?,1.0,1.0,1.0,0.02,1,17,1.48,The Phillips Berlina phillips berlina neo classic car used stretched underpinings set new sales record model year,Phillips Berlina | Chevrolet Corvette (C3) | .350 Remington Magnum | Nissan Sentra | Chevrolet Corvette (C1),Chevrolet Corvette (C3) | Phillips Berlina
Retrieval-only reward,entity_expand,5abbfb5e554299114383a0d0,Which game showed has reruns on Teletoon in Canada and was shown between midnight and 6:00 on Cartoon Network Too?,1.0,1.0,0.8772153153380493,0.06,1,16,1.44,Teletoon Canada Cartoon Network Too game showed reruns shown between midnight 6 00 cartoon network too,Cartoon Network Too | Johnny Test (season 6) | The Amazing Adrenalini Brothers | Skatoony | Loonatics Unleashed,Cartoon Network Too | Skatoony
Retrieval-only reward,keyword_compress,5a7949d45542994bb9456fdd,"What is the Latin name for one of the five ""big cats"" that the word ""Panther"" may refer to when outside of the Americas?",1.0,1.0,0.9197207891481876,0.0,1,12,1.5,latin name one five big cats word panther may refer outside americas,Leopard | Acinonychini | White panther | Paulus Angelus (disambiguation) | Oxoniensis,Leopard | White panther
Retrieval-only reward,keyword_compress,5a8aa1685542992d82986f32,What dance academy did the starring actress from The Glory of Tang Dynasty graduate from?,1.0,1.0,1.0,0.0,1,8,1.5,dance academy starring actress glory tang dynasty graduate,Jing Tian | The Glory of Tang Dynasty | Ungjin Commandery | Turks in the Tang military | Islamicisation and Turkicisation of Xinjiang,Jing Tian | The Glory of Tang Dynasty
Retrieval-only reward,decompose,5a7526945542993748c897d2,What year did the movement that Tess Asplund protested in the viral image of her with her fist in the air disband?,0.5,1.0,0.6131471927654584,0.1,2,10,0.9,year movement tess asplund protested || viral image fist air disband,Tess Asplund | Hohn Air Base | Fliegerfaust | Katarina Asplund | Tess Taylor,Nordic Resistance Movement | Tess Asplund
Retrieval-only reward,decompose,5a85c3225542992a431d1b95,The 2000 ICC KnockOut Trophy was the debut of a Jamaican cricketer who is a right-handed what?,1.0,1.0,0.8772153153380493,0.32,2,36,1.18,Trophy The 2000 ICC KnockOut Trophy was the debut of a Jamaican cricketer who is a right-handed what? || Jamaican The 2000 ICC KnockOut Trophy was the debut of a Jamaican cricketer who is a right-handed what?,Marlon Samuels | Stafanie Taylor | Ray Wynter | 2000 ICC KnockOut Trophy | 2000 ICC KnockOut Trophy squads,2000 ICC KnockOut Trophy | Marlon Samuels
Retrieval-only reward,keep,5a7cefcf55429909bec768af,Mis'ry's Comin' Aroun is by an American librettist that won how many Tony Awards? ,1.0,1.0,0.9197207891481876,0.0,1,14,1.5,Mis'ry's Comin' Aroun is by an American librettist that won how many Tony Awards?,Mis'ry's Comin' Aroun | Terri Gibbs | Oscar Hammerstein II | All My Hits Vol. 2 | Michael Korie,Mis'ry's Comin' Aroun | Oscar Hammerstein II
Retrieval-only reward,keyword_compress,5a80aeff5542996402f6a5eb,"For what ""first"" was Ivory Lee Brown's nephew credited for in Heisman Trophy balloting?",1.0,1.0,0.9197207891481876,0.0,1,10,1.5,first ivory lee brown s nephew credited heisman trophy balloting,Ivory Lee Brown | Bobby Humphrey | Adrian Peterson | 1964 Illinois Fighting Illini football team | Heisman curse,Adrian Peterson | Ivory Lee Brown
Retrieval-only reward,keyword_compress,5a72a9ab5542992359bc315a,Which North American tribe inhabited the banks of the Winnipesaukee River and were also known as the Pawtucket people?,1.0,1.0,0.8772153153380493,0.0,1,11,1.5,north american tribe inhabited banks winnipesaukee river also known pawtucket people,Pennacook | Slater Park | Aquadoctan | Lochmere Archeological District | Sulphite Railroad Bridge,Lochmere Archeological District | Pennacook
Retrieval-only reward,keep,5a84e61b5542997b5ce3ff86,"The Simpsons episode that aired on February 19, 2012 entitled ""At Long Last Leave"" represented what milestone for the show? ",1.0,1.0,0.9197207891481876,0.0,1,20,1.5,"The Simpsons episode that aired on February 19, 2012 entitled ""At Long Last Leave"" represented what milestone for the show?",The Simpsons (season 23) | You Kent Always Say What You Want | At Long Last Leave | Good Night (The Simpsons short) | List of The Simpsons comics,At Long Last Leave | The Simpsons (season 23)
Retrieval-only reward,keyword_compress,5ae52bc75542992663a4f12d,Where was Nexon who was composed by Adam Gubman located at?,0.5,1.0,0.6131471927654584,0.0,1,5,1.0,nexon composed adam gubman located,Adam Gubman | Gare de Nexon | Kru Interactive | Gare de Lubersac | Gare de Coussac-Bonneval,Adam Gubman | Nexon
Retrieval-only reward,keyword_compress,5ae1f48d554299234fd0436b,AnnoZero had a collaborator who is a member of which ancient aristocratic house?,1.0,1.0,1.0,0.0,1,6,1.5,annozero collaborator member ancient aristocratic house,AnnoZero | Beatrice Borromeo | Henry Carton de Wiart | Cangelari family | Thuringian Counts' War,AnnoZero | Beatrice Borromeo
Retrieval-only reward,keyword_compress,5ae7fde25542994a481bbe66,Which of the people that scored a goal for Arsenal in 2015 FA Cup Final was born on 16 March 1989?,1.0,1.0,0.8772153153380493,0.0,1,12,1.5,people scored goal arsenal 2015 fa cup final born 16 march 1989,Theo Walcott | 2009 FA Cup Final | 1979 FA Cup Final | 2015 FA Cup Final | 1998 FA Cup Final,2015 FA Cup Final | Theo Walcott
Retrieval-only reward,keyword_compress,5adf3a0d5542992d7e9f92e8,"Mesilla Park, New Mexico is located on the south side of the seat of what county?",1.0,1.0,0.8503449055347546,0.0,1,9,1.5,mesilla park new mexico located south side seat county,"Mesilla Park, New Mexico | Mesilla Valley Bosque State Park | Butterfield Overland Mail in New Mexico Territory | Rincon Valley (New Mexico) | Las Cruces, New Mexico","Las Cruces, New Mexico | Mesilla Park, New Mexico"
Retrieval-only reward,keyword_compress,5a714de95542994082a3e7a8,"Alexander Young, also known as George Alexander, is the uncle to which Scottish musician who replaced Malcolm Young in the band AC/DC in 2014?",1.0,1.0,1.0,0.0,1,16,1.5,alexander young also known george alexander uncle scottish musician replaced malcolm young band ac dc 2014,"Alexander Young (musician) | Stevie Young | Can I Sit Next to You, Girl | Powerage | List of awards and nominations received by AC/DC",Alexander Young (musician) | Stevie Young
Retrieval-only reward,entity_expand,5ae762985542995703ce8c04,"Which single was recorded in 1989 at the first Tubronegro rehearsal by the Norwegian punk rock band, initially active from 1989 to 1998, whose style is ""deathpunk""?",1.0,1.0,1.0,0.0,1,15,1.5,Tubronegro Norwegian single recorded 1989 first rehearsal punk rock band initially active 1998 style deathpunk,Computech | Turbonegro | Wannskrækk | Area 12 (band) | The Suicide Machines,Computech | Turbonegro
Retrieval-only reward,entity_expand,5ae614215542992663a4f254,Name an American actress who starred both in High School High and General Hospital.,0.0,0.0,0.0,0.08,1,14,-0.08,Name American High School High General Hospital actress starred both high school general hospital,"Charleston High School (West Virginia) | All Day, All Night | Alexander M. Patch American High School | Malinda Williams | Wallace H. Graham",High School High | Tia Carrere
Retrieval-only reward,keep,5a7723fa55429966f1a36ca0,"Which was published earlier, La Belle Assemblée or VIVmag?",1.0,1.0,0.8772153153380493,0.0,1,9,1.5,"Which was published earlier, La Belle Assemblée or VIVmag?",La Belle Assemblée | La Belle Cemetery | Lac La Belle and Calumet Railroad | VIVmag | La Belle (ship),La Belle Assemblée | VIVmag
Retrieval-only reward,decompose,5a7ca55b55429907fabeefe0,How big is the campus of the University that Ben Bahan is a professor at ?,0.5,1.0,0.6131471927654584,0.28,2,35,0.72,University How big is the campus of the University that Ben Bahan is a professor at ? || Ben Bahan How big is the campus of the University that Ben Bahan is a professor at ?,"Ben Bahan | Central University of South Bihar | City University, Malaysia | Midway College School of Pharmacy | William R. Roush",Ben Bahan | Gallaudet University
Retrieval-only reward,keep,5a88a35c554299206df2b316,Who is the head of state of the territory where the Ibrahim-al-Ibrahim Mosque is located??,0.5,1.0,0.6131471927654584,0.0,1,15,1.0,Who is the head of state of the territory where the Ibrahim-al-Ibrahim Mosque is located??,"Ibrahim-al-Ibrahim Mosque | Europa Road | Keightley Way | Begumpur Mosque, Dindigul | An-Nur Kota Raya Mosque",British Overseas Territories | Ibrahim-al-Ibrahim Mosque
Retrieval-only reward,keep,5ab56b9b5542997d4ad1f113,"What is this fictional scientifically and technologically advanced militaristic alien race, from which Sequoia descends, is called?",1.0,1.0,1.0,0.0,1,17,1.5,"What is this fictional scientifically and technologically advanced militaristic alien race, from which Sequoia descends, is called?",Kree | Sequoia (comics) | Dominators | Ancient (Stargate) | The Rowan,Kree | Sequoia (comics)
Retrieval-only reward,keep,5a8f7a7055429918e830d230,The Midland Regional Hospital in managed by what cabinet that exercises executive authority in the Republic of Ireland?,0.5,1.0,0.6131471927654584,0.0,1,18,1.0,The Midland Regional Hospital in managed by what cabinet that exercises executive authority in the Republic of Ireland?,"Government of Ireland | Union Council of Ministers | Government of Hungary | Midland Regional Hospital, Tullamore | University Hospital Limerick","Government of Ireland | Midland Regional Hospital, Portlaoise"
Retrieval-only reward,keyword_compress,5a716ec85542994082a3e82d,"Which movie was filmed first ""The Guest"" or ""You're Next""?",1.0,1.0,1.0,0.0,1,7,1.5,movie filmed first guest you re next,You're Next | The Guest (film) | Rose Marie (1954 film) | Asturian cinema | K. Ravindran Nair,The Guest (film) | You're Next
