source_dataset,target_dataset,split,method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs,policy_action_score
scifact,nfcorpus,test,BM25 keyword,bm25_keyword,PLAIN-457,How can you believe in any scientific study?,0.0,0.0,0.0,0.0,1,6,0.0,can you believe any scientific study,MED-2291 | MED-3109 | MED-4354 | MED-1407 | MED-3776,MED-5159 | MED-5160 | MED-5161 | MED-5162 | MED-952,
scifact,nfcorpus,test,Dense original,dense_keep,PLAIN-457,How can you believe in any scientific study?,0.0,0.0,0.0,0.0,1,8,0.0,How can you believe in any scientific study?,MED-1754 | MED-2112 | MED-3604 | MED-745 | MED-3749,MED-5159 | MED-5160 | MED-5161 | MED-5162 | MED-952,
scifact,nfcorpus,test,Dense keyword,dense_keyword,PLAIN-457,How can you believe in any scientific study?,0.0,0.0,0.0,0.0,1,6,0.0,can you believe any scientific study,MED-1754 | MED-745 | MED-3604 | MED-2112 | MED-1483,MED-5159 | MED-5160 | MED-5161 | MED-5162 | MED-952,
scifact,nfcorpus,test,Hybrid original,hybrid_keep,PLAIN-457,How can you believe in any scientific study?,0.0,0.0,0.0,0.03,2,8,-0.03,How can you believe in any scientific study?,MED-1754 | MED-2291 | MED-2112 | MED-3109 | MED-1407,MED-5159 | MED-5160 | MED-5161 | MED-5162 | MED-952,
scifact,nfcorpus,test,Hybrid keyword,hybrid_keyword,PLAIN-457,How can you believe in any scientific study?,0.0,0.0,0.0,0.03,2,6,-0.03,can you believe any scientific study,MED-1754 | MED-2291 | MED-3109 | MED-745 | MED-3604,MED-5159 | MED-5160 | MED-5161 | MED-5162 | MED-952,
scifact,nfcorpus,test,Target train-best action,dense_keep,PLAIN-457,How can you believe in any scientific study?,0.0,0.0,0.0,0.0,1,8,0.0,How can you believe in any scientific study?,MED-1754 | MED-2112 | MED-3604 | MED-745 | MED-3749,MED-5159 | MED-5160 | MED-5161 | MED-5162 | MED-952,
scifact,nfcorpus,test,Heuristic retrieval router,bm25_keep,PLAIN-457,How can you believe in any scientific study?,0.0,0.0,0.0,0.0,1,8,0.0,How can you believe in any scientific study?,MED-2291 | MED-3109 | MED-1407 | MED-3776 | MED-1496,MED-5159 | MED-5160 | MED-5161 | MED-5162 | MED-952,
scifact,nfcorpus,test,Transferred source policy,hybrid_keyword,PLAIN-457,How can you believe in any scientific study?,0.0,0.0,0.0,0.03,2,6,-0.03,can you believe any scientific study,MED-1754 | MED-2291 | MED-3109 | MED-745 | MED-3604,MED-5159 | MED-5160 | MED-5161 | MED-5162 | MED-952,1.009965798193379
scifact,nfcorpus,test,Oracle retrieval action,bm25_keep,PLAIN-457,How can you believe in any scientific study?,0.0,0.0,0.0,0.0,1,8,0.0,How can you believe in any scientific study?,MED-2291 | MED-3109 | MED-1407 | MED-3776 | MED-1496,MED-5159 | MED-5160 | MED-5161 | MED-5162 | MED-952,
scifact,nfcorpus,test,Vanilla BM25,bm25_keep,PLAIN-2124,spearmint,0.11764705882352941,1.0,0.5531464700081437,0.0,1,1,0.6176470588235294,spearmint,MED-1525 | MED-1522 | MED-10 | MED-14 | MED-118,MED-1240 | MED-1241 | MED-1242 | MED-1243 | MED-1244 | MED-1245 | MED-1246 | MED-1247 | MED-1248 | MED-1519 | MED-1520 | MED-1521 | MED-1522 | MED-1523 | MED-1524 | MED-1525 | MED-1526,
scifact,nfcorpus,test,BM25 keyword,bm25_keyword,PLAIN-2124,spearmint,0.11764705882352941,1.0,0.5531464700081437,0.0,1,1,0.6176470588235294,spearmint,MED-1525 | MED-1522 | MED-10 | MED-14 | MED-118,MED-1240 | MED-1241 | MED-1242 | MED-1243 | MED-1244 | MED-1245 | MED-1246 | MED-1247 | MED-1248 | MED-1519 | MED-1520 | MED-1521 | MED-1522 | MED-1523 | MED-1524 | MED-1525 | MED-1526,
scifact,nfcorpus,test,Dense original,dense_keep,PLAIN-2124,spearmint,0.23529411764705882,1.0,0.8539316501572937,0.0,1,1,0.7352941176470589,spearmint,MED-1525 | MED-1519 | MED-1522 | MED-1009 | MED-1523,MED-1240 | MED-1241 | MED-1242 | MED-1243 | MED-1244 | MED-1245 | MED-1246 | MED-1247 | MED-1248 | MED-1519 | MED-1520 | MED-1521 | MED-1522 | MED-1523 | MED-1524 | MED-1525 | MED-1526,
scifact,nfcorpus,test,Dense keyword,dense_keyword,PLAIN-2124,spearmint,0.23529411764705882,1.0,0.8539316501572937,0.0,1,1,0.7352941176470589,spearmint,MED-1525 | MED-1519 | MED-1522 | MED-1009 | MED-1523,MED-1240 | MED-1241 | MED-1242 | MED-1243 | MED-1244 | MED-1245 | MED-1246 | MED-1247 | MED-1248 | MED-1519 | MED-1520 | MED-1521 | MED-1522 | MED-1523 | MED-1524 | MED-1525 | MED-1526,
scifact,nfcorpus,test,Hybrid original,hybrid_keep,PLAIN-2124,spearmint,0.17647058823529413,1.0,0.7227265726449519,0.03,2,1,0.6464705882352941,spearmint,MED-1525 | MED-1522 | MED-1519 | MED-10 | MED-1009,MED-1240 | MED-1241 | MED-1242 | MED-1243 | MED-1244 | MED-1245 | MED-1246 | MED-1247 | MED-1248 | MED-1519 | MED-1520 | MED-1521 | MED-1522 | MED-1523 | MED-1524 | MED-1525 | MED-1526,
scifact,nfcorpus,test,Hybrid keyword,hybrid_keyword,PLAIN-2124,spearmint,0.17647058823529413,1.0,0.7227265726449519,0.03,2,1,0.6464705882352941,spearmint,MED-1525 | MED-1522 | MED-1519 | MED-10 | MED-1009,MED-1240 | MED-1241 | MED-1242 | MED-1243 | MED-1244 | MED-1245 | MED-1246 | MED-1247 | MED-1248 | MED-1519 | MED-1520 | MED-1521 | MED-1522 | MED-1523 | MED-1524 | MED-1525 | MED-1526,
scifact,nfcorpus,test,Target train-best action,dense_keep,PLAIN-2124,spearmint,0.23529411764705882,1.0,0.8539316501572937,0.0,1,1,0.7352941176470589,spearmint,MED-1525 | MED-1519 | MED-1522 | MED-1009 | MED-1523,MED-1240 | MED-1241 | MED-1242 | MED-1243 | MED-1244 | MED-1245 | MED-1246 | MED-1247 | MED-1248 | MED-1519 | MED-1520 | MED-1521 | MED-1522 | MED-1523 | MED-1524 | MED-1525 | MED-1526,
scifact,nfcorpus,test,Heuristic retrieval router,dense_keep,PLAIN-2124,spearmint,0.23529411764705882,1.0,0.8539316501572937,0.0,1,1,0.7352941176470589,spearmint,MED-1525 | MED-1519 | MED-1522 | MED-1009 | MED-1523,MED-1240 | MED-1241 | MED-1242 | MED-1243 | MED-1244 | MED-1245 | MED-1246 | MED-1247 | MED-1248 | MED-1519 | MED-1520 | MED-1521 | MED-1522 | MED-1523 | MED-1524 | MED-1525 | MED-1526,
scifact,nfcorpus,test,Transferred source policy,hybrid_keyword,PLAIN-2124,spearmint,0.17647058823529413,1.0,0.7227265726449519,0.03,2,1,0.6464705882352941,spearmint,MED-1525 | MED-1522 | MED-1519 | MED-10 | MED-1009,MED-1240 | MED-1241 | MED-1242 | MED-1243 | MED-1244 | MED-1245 | MED-1246 | MED-1247 | MED-1248 | MED-1519 | MED-1520 | MED-1521 | MED-1522 | MED-1523 | MED-1524 | MED-1525 | MED-1526,0.676293569255388
scifact,nfcorpus,test,Oracle retrieval action,dense_keep,PLAIN-2124,spearmint,0.23529411764705882,1.0,0.8539316501572937,0.0,1,1,0.7352941176470589,spearmint,MED-1525 | MED-1519 | MED-1522 | MED-1009 | MED-1523,MED-1240 | MED-1241 | MED-1242 | MED-1243 | MED-1244 | MED-1245 | MED-1246 | MED-1247 | MED-1248 | MED-1519 | MED-1520 | MED-1521 | MED-1522 | MED-1523 | MED-1524 | MED-1525 | MED-1526,
scifact,nfcorpus,test,Vanilla BM25,bm25_keep,PLAIN-701,black raspberries,0.25,1.0,0.48522855511632257,0.0,1,2,0.75,black raspberries,MED-3720 | MED-2280 | MED-2922 | MED-3721 | MED-917,MED-3714 | MED-3715 | MED-3716 | MED-3717 | MED-3718 | MED-3719 | MED-3720 | MED-3721,
scifact,nfcorpus,test,BM25 keyword,bm25_keyword,PLAIN-701,black raspberries,0.25,1.0,0.48522855511632257,0.0,1,2,0.75,black raspberries,MED-3720 | MED-2280 | MED-2922 | MED-3721 | MED-917,MED-3714 | MED-3715 | MED-3716 | MED-3717 | MED-3718 | MED-3719 | MED-3720 | MED-3721,
scifact,nfcorpus,test,Dense original,dense_keep,PLAIN-701,black raspberries,0.125,1.0,0.3391602052736161,0.0,1,2,0.625,black raspberries,MED-3720 | MED-1671 | MED-3748 | MED-2924 | MED-1676,MED-3714 | MED-3715 | MED-3716 | MED-3717 | MED-3718 | MED-3719 | MED-3720 | MED-3721,
scifact,nfcorpus,test,Dense keyword,dense_keyword,PLAIN-701,black raspberries,0.125,1.0,0.3391602052736161,0.0,1,2,0.625,black raspberries,MED-3720 | MED-1671 | MED-3748 | MED-2924 | MED-1676,MED-3714 | MED-3715 | MED-3716 | MED-3717 | MED-3718 | MED-3719 | MED-3720 | MED-3721,
scifact,nfcorpus,test,Hybrid original,hybrid_keep,PLAIN-701,black raspberries,0.125,1.0,0.3391602052736161,0.03,2,2,0.595,black raspberries,MED-3720 | MED-1671 | MED-2280 | MED-2922 | MED-3748,MED-3714 | MED-3715 | MED-3716 | MED-3717 | MED-3718 | MED-3719 | MED-3720 | MED-3721,
scifact,nfcorpus,test,Hybrid keyword,hybrid_keyword,PLAIN-701,black raspberries,0.125,1.0,0.3391602052736161,0.03,2,2,0.595,black raspberries,MED-3720 | MED-1671 | MED-2280 | MED-2922 | MED-3748,MED-3714 | MED-3715 | MED-3716 | MED-3717 | MED-3718 | MED-3719 | MED-3720 | MED-3721,
scifact,nfcorpus,test,Target train-best action,dense_keep,PLAIN-701,black raspberries,0.125,1.0,0.3391602052736161,0.0,1,2,0.625,black raspberries,MED-3720 | MED-1671 | MED-3748 | MED-2924 | MED-1676,MED-3714 | MED-3715 | MED-3716 | MED-3717 | MED-3718 | MED-3719 | MED-3720 | MED-3721,
scifact,nfcorpus,test,Heuristic retrieval router,bm25_keep,PLAIN-701,black raspberries,0.25,1.0,0.48522855511632257,0.0,1,2,0.75,black raspberries,MED-3720 | MED-2280 | MED-2922 | MED-3721 | MED-917,MED-3714 | MED-3715 | MED-3716 | MED-3717 | MED-3718 | MED-3719 | MED-3720 | MED-3721,
scifact,nfcorpus,test,Transferred source policy,hybrid_keyword,PLAIN-701,black raspberries,0.125,1.0,0.3391602052736161,0.03,2,2,0.595,black raspberries,MED-3720 | MED-1671 | MED-2280 | MED-2922 | MED-3748,MED-3714 | MED-3715 | MED-3716 | MED-3717 | MED-3718 | MED-3719 | MED-3720 | MED-3721,1.1168665252948082
scifact,nfcorpus,test,Oracle retrieval action,bm25_keep,PLAIN-701,black raspberries,0.25,1.0,0.48522855511632257,0.0,1,2,0.75,black raspberries,MED-3720 | MED-2280 | MED-2922 | MED-3721 | MED-917,MED-3714 | MED-3715 | MED-3716 | MED-3717 | MED-3718 | MED-3719 | MED-3720 | MED-3721,
scifact,nfcorpus,test,Vanilla BM25,bm25_keep,PLAIN-2960,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,0.5,0.25,0.2640681225725909,0.0,1,10,0.625,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,MED-4371 | MED-4372 | MED-4374 | MED-4370 | MED-2016,MED-4370 | MED-4575,
scifact,nfcorpus,test,BM25 keyword,bm25_keyword,PLAIN-2960,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,0.5,0.25,0.2640681225725909,0.0,1,9,0.625,pharmacists versus health food store employees gives better advice,MED-4371 | MED-4372 | MED-4374 | MED-4370 | MED-2016,MED-4370 | MED-4575,
scifact,nfcorpus,test,Dense original,dense_keep,PLAIN-2960,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,0.0,0.0,0.0,0.0,1,10,0.0,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,MED-4371 | MED-4372 | MED-4374 | MED-728 | MED-1050,MED-4370 | MED-4575,
scifact,nfcorpus,test,Dense keyword,dense_keyword,PLAIN-2960,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,0.0,0.0,0.0,0.0,1,9,0.0,pharmacists versus health food store employees gives better advice,MED-4371 | MED-4372 | MED-4374 | MED-1050 | MED-2112,MED-4370 | MED-4575,
scifact,nfcorpus,test,Hybrid original,hybrid_keep,PLAIN-2960,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,0.5,0.25,0.2640681225725909,0.03,2,10,0.595,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,MED-4371 | MED-4372 | MED-4374 | MED-4370 | MED-728,MED-4370 | MED-4575,
scifact,nfcorpus,test,Hybrid keyword,hybrid_keyword,PLAIN-2960,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,0.5,0.2,0.23719771276929622,0.03,2,9,0.57,pharmacists versus health food store employees gives better advice,MED-4371 | MED-4372 | MED-4374 | MED-1050 | MED-4370,MED-4370 | MED-4575,
scifact,nfcorpus,test,Target train-best action,dense_keep,PLAIN-2960,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,0.0,0.0,0.0,0.0,1,10,0.0,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,MED-4371 | MED-4372 | MED-4374 | MED-728 | MED-1050,MED-4370 | MED-4575,
scifact,nfcorpus,test,Heuristic retrieval router,bm25_keep,PLAIN-2960,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,0.5,0.25,0.2640681225725909,0.0,1,10,0.625,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,MED-4371 | MED-4372 | MED-4374 | MED-4370 | MED-2016,MED-4370 | MED-4575,
scifact,nfcorpus,test,Transferred source policy,hybrid_keep,PLAIN-2960,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,0.5,0.25,0.2640681225725909,0.03,2,10,0.595,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,MED-4371 | MED-4372 | MED-4374 | MED-4370 | MED-728,MED-4370 | MED-4575,1.1997453788259087
scifact,nfcorpus,test,Oracle retrieval action,bm25_keep,PLAIN-2960,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,0.5,0.25,0.2640681225725909,0.0,1,10,0.625,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,MED-4371 | MED-4372 | MED-4374 | MED-4370 | MED-2016,MED-4370 | MED-4575,
scifact,nfcorpus,test,Vanilla BM25,bm25_keep,PLAIN-2570,Diabetics Should Take Their Pulses,0.025,0.5,0.21398626473452756,0.0,1,5,0.275,Diabetics Should Take Their Pulses,MED-1248 | MED-2145 | MED-2148 | MED-2009 | MED-4320,MED-2140 | MED-2141 | MED-2143 | MED-2144 | MED-2145 | MED-2146 | MED-2394 | MED-2395 | MED-2396 | MED-2397 | MED-2398 | MED-2400 | MED-2402 | MED-2404 | MED-2405 | MED-2406 | MED-2407 | MED-2409 | MED-2410 | MED-2411 | MED-2412 | MED-2413 | MED-2973 | MED-2975 | MED-2976 | MED-2977 | MED-2978 | MED-3028 | MED-3811 | MED-3812 | MED-3813 | MED-3866 | MED-3867 | MED-3868 | MED-3869 | MED-4319 | MED-4389 | MED-4538 | MED-4543 | MED-5124,
scifact,nfcorpus,test,BM25 keyword,bm25_keyword,PLAIN-2570,Diabetics Should Take Their Pulses,0.025,1.0,0.3391602052736161,0.0,1,4,0.525,diabetics should take pulses,MED-2145 | MED-1248 | MED-2148 | MED-2009 | MED-4320,MED-2140 | MED-2141 | MED-2143 | MED-2144 | MED-2145 | MED-2146 | MED-2394 | MED-2395 | MED-2396 | MED-2397 | MED-2398 | MED-2400 | MED-2402 | MED-2404 | MED-2405 | MED-2406 | MED-2407 | MED-2409 | MED-2410 | MED-2411 | MED-2412 | MED-2413 | MED-2973 | MED-2975 | MED-2976 | MED-2977 | MED-2978 | MED-3028 | MED-3811 | MED-3812 | MED-3813 | MED-3866 | MED-3867 | MED-3868 | MED-3869 | MED-4319 | MED-4389 | MED-4538 | MED-4543 | MED-5124,
scifact,nfcorpus,test,Dense original,dense_keep,PLAIN-2570,Diabetics Should Take Their Pulses,0.025,0.5,0.21398626473452756,0.0,1,5,0.275,Diabetics Should Take Their Pulses,MED-2148 | MED-2145 | MED-1999 | MED-2005 | MED-3583,MED-2140 | MED-2141 | MED-2143 | MED-2144 | MED-2145 | MED-2146 | MED-2394 | MED-2395 | MED-2396 | MED-2397 | MED-2398 | MED-2400 | MED-2402 | MED-2404 | MED-2405 | MED-2406 | MED-2407 | MED-2409 | MED-2410 | MED-2411 | MED-2412 | MED-2413 | MED-2973 | MED-2975 | MED-2976 | MED-2977 | MED-2978 | MED-3028 | MED-3811 | MED-3812 | MED-3813 | MED-3866 | MED-3867 | MED-3868 | MED-3869 | MED-4319 | MED-4389 | MED-4538 | MED-4543 | MED-5124,
scifact,nfcorpus,test,Dense keyword,dense_keyword,PLAIN-2570,Diabetics Should Take Their Pulses,0.025,0.5,0.21398626473452756,0.0,1,4,0.275,diabetics should take pulses,MED-2148 | MED-2145 | MED-3583 | MED-1999 | MED-2005,MED-2140 | MED-2141 | MED-2143 | MED-2144 | MED-2145 | MED-2146 | MED-2394 | MED-2395 | MED-2396 | MED-2397 | MED-2398 | MED-2400 | MED-2402 | MED-2404 | MED-2405 | MED-2406 | MED-2407 | MED-2409 | MED-2410 | MED-2411 | MED-2412 | MED-2413 | MED-2973 | MED-2975 | MED-2976 | MED-2977 | MED-2978 | MED-3028 | MED-3811 | MED-3812 | MED-3813 | MED-3866 | MED-3867 | MED-3868 | MED-3869 | MED-4319 | MED-4389 | MED-4538 | MED-4543 | MED-5124,
scifact,nfcorpus,test,Hybrid original,hybrid_keep,PLAIN-2570,Diabetics Should Take Their Pulses,0.025,0.3333333333333333,0.16958010263680806,0.03,2,5,0.16166666666666665,Diabetics Should Take Their Pulses,MED-2148 | MED-1248 | MED-2145 | MED-1999 | MED-2005,MED-2140 | MED-2141 | MED-2143 | MED-2144 | MED-2145 | MED-2146 | MED-2394 | MED-2395 | MED-2396 | MED-2397 | MED-2398 | MED-2400 | MED-2402 | MED-2404 | MED-2405 | MED-2406 | MED-2407 | MED-2409 | MED-2410 | MED-2411 | MED-2412 | MED-2413 | MED-2973 | MED-2975 | MED-2976 | MED-2977 | MED-2978 | MED-3028 | MED-3811 | MED-3812 | MED-3813 | MED-3866 | MED-3867 | MED-3868 | MED-3869 | MED-4319 | MED-4389 | MED-4538 | MED-4543 | MED-5124,
scifact,nfcorpus,test,Hybrid keyword,hybrid_keyword,PLAIN-2570,Diabetics Should Take Their Pulses,0.025,1.0,0.3391602052736161,0.03,2,4,0.495,diabetics should take pulses,MED-2145 | MED-2148 | MED-1248 | MED-3583 | MED-1999,MED-2140 | MED-2141 | MED-2143 | MED-2144 | MED-2145 | MED-2146 | MED-2394 | MED-2395 | MED-2396 | MED-2397 | MED-2398 | MED-2400 | MED-2402 | MED-2404 | MED-2405 | MED-2406 | MED-2407 | MED-2409 | MED-2410 | MED-2411 | MED-2412 | MED-2413 | MED-2973 | MED-2975 | MED-2976 | MED-2977 | MED-2978 | MED-3028 | MED-3811 | MED-3812 | MED-3813 | MED-3866 | MED-3867 | MED-3868 | MED-3869 | MED-4319 | MED-4389 | MED-4538 | MED-4543 | MED-5124,
scifact,nfcorpus,test,Target train-best action,dense_keep,PLAIN-2570,Diabetics Should Take Their Pulses,0.025,0.5,0.21398626473452756,0.0,1,5,0.275,Diabetics Should Take Their Pulses,MED-2148 | MED-2145 | MED-1999 | MED-2005 | MED-3583,MED-2140 | MED-2141 | MED-2143 | MED-2144 | MED-2145 | MED-2146 | MED-2394 | MED-2395 | MED-2396 | MED-2397 | MED-2398 | MED-2400 | MED-2402 | MED-2404 | MED-2405 | MED-2406 | MED-2407 | MED-2409 | MED-2410 | MED-2411 | MED-2412 | MED-2413 | MED-2973 | MED-2975 | MED-2976 | MED-2977 | MED-2978 | MED-3028 | MED-3811 | MED-3812 | MED-3813 | MED-3866 | MED-3867 | MED-3868 | MED-3869 | MED-4319 | MED-4389 | MED-4538 | MED-4543 | MED-5124,
scifact,nfcorpus,test,Heuristic retrieval router,dense_keep,PLAIN-2570,Diabetics Should Take Their Pulses,0.025,0.5,0.21398626473452756,0.0,1,5,0.275,Diabetics Should Take Their Pulses,MED-2148 | MED-2145 | MED-1999 | MED-2005 | MED-3583,MED-2140 | MED-2141 | MED-2143 | MED-2144 | MED-2145 | MED-2146 | MED-2394 | MED-2395 | MED-2396 | MED-2397 | MED-2398 | MED-2400 | MED-2402 | MED-2404 | MED-2405 | MED-2406 | MED-2407 | MED-2409 | MED-2410 | MED-2411 | MED-2412 | MED-2413 | MED-2973 | MED-2975 | MED-2976 | MED-2977 | MED-2978 | MED-3028 | MED-3811 | MED-3812 | MED-3813 | MED-3866 | MED-3867 | MED-3868 | MED-3869 | MED-4319 | MED-4389 | MED-4538 | MED-4543 | MED-5124,
scifact,nfcorpus,test,Transferred source policy,dense_keep,PLAIN-2570,Diabetics Should Take Their Pulses,0.025,0.5,0.21398626473452756,0.0,1,5,0.275,Diabetics Should Take Their Pulses,MED-2148 | MED-2145 | MED-1999 | MED-2005 | MED-3583,MED-2140 | MED-2141 | MED-2143 | MED-2144 | MED-2145 | MED-2146 | MED-2394 | MED-2395 | MED-2396 | MED-2397 | MED-2398 | MED-2400 | MED-2402 | MED-2404 | MED-2405 | MED-2406 | MED-2407 | MED-2409 | MED-2410 | MED-2411 | MED-2412 | MED-2413 | MED-2973 | MED-2975 | MED-2976 | MED-2977 | MED-2978 | MED-3028 | MED-3811 | MED-3812 | MED-3813 | MED-3866 | MED-3867 | MED-3868 | MED-3869 | MED-4319 | MED-4389 | MED-4538 | MED-4543 | MED-5124,0.5081369477413515
scifact,nfcorpus,test,Oracle retrieval action,bm25_keyword,PLAIN-2570,Diabetics Should Take Their Pulses,0.025,1.0,0.3391602052736161,0.0,1,4,0.525,diabetics should take pulses,MED-2145 | MED-1248 | MED-2148 | MED-2009 | MED-4320,MED-2140 | MED-2141 | MED-2143 | MED-2144 | MED-2145 | MED-2146 | MED-2394 | MED-2395 | MED-2396 | MED-2397 | MED-2398 | MED-2400 | MED-2402 | MED-2404 | MED-2405 | MED-2406 | MED-2407 | MED-2409 | MED-2410 | MED-2411 | MED-2412 | MED-2413 | MED-2973 | MED-2975 | MED-2976 | MED-2977 | MED-2978 | MED-3028 | MED-3811 | MED-3812 | MED-3813 | MED-3866 | MED-3867 | MED-3868 | MED-3869 | MED-4319 | MED-4389 | MED-4538 | MED-4543 | MED-5124,
scifact,nfcorpus,test,Vanilla BM25,bm25_keep,PLAIN-238,How Chemically Contaminated Are We?,0.0,0.0,0.0,0.0,1,5,0.0,How Chemically Contaminated Are We?,MED-4451 | MED-2746 | MED-4465 | MED-5224 | MED-3880,MED-4474 | MED-4475 | MED-4476 | MED-4477 | MED-4479 | MED-4480 | MED-4481 | MED-4482 | MED-4483 | MED-4484 | MED-4485 | MED-4486 | MED-4487 | MED-4488 | MED-4489 | MED-4490 | MED-4491 | MED-4492 | MED-4739 | MED-4740 | MED-4741 | MED-4747 | MED-4748 | MED-4749 | MED-4750 | MED-4751 | MED-4804 | MED-5069 | MED-5070 | MED-5071 | MED-5072 | MED-5167 | MED-5168 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,
scifact,nfcorpus,test,BM25 keyword,bm25_keyword,PLAIN-238,How Chemically Contaminated Are We?,0.0,0.0,0.0,0.0,1,3,0.0,chemically contaminated we,MED-2746 | MED-5224 | MED-3054 | MED-2749 | MED-4966,MED-4474 | MED-4475 | MED-4476 | MED-4477 | MED-4479 | MED-4480 | MED-4481 | MED-4482 | MED-4483 | MED-4484 | MED-4485 | MED-4486 | MED-4487 | MED-4488 | MED-4489 | MED-4490 | MED-4491 | MED-4492 | MED-4739 | MED-4740 | MED-4741 | MED-4747 | MED-4748 | MED-4749 | MED-4750 | MED-4751 | MED-4804 | MED-5069 | MED-5070 | MED-5071 | MED-5072 | MED-5167 | MED-5168 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,
scifact,nfcorpus,test,Dense original,dense_keep,PLAIN-238,How Chemically Contaminated Are We?,0.0,0.0,0.0,0.0,1,5,0.0,How Chemically Contaminated Are We?,MED-999 | MED-2391 | MED-2650 | MED-956 | MED-4911,MED-4474 | MED-4475 | MED-4476 | MED-4477 | MED-4479 | MED-4480 | MED-4481 | MED-4482 | MED-4483 | MED-4484 | MED-4485 | MED-4486 | MED-4487 | MED-4488 | MED-4489 | MED-4490 | MED-4491 | MED-4492 | MED-4739 | MED-4740 | MED-4741 | MED-4747 | MED-4748 | MED-4749 | MED-4750 | MED-4751 | MED-4804 | MED-5069 | MED-5070 | MED-5071 | MED-5072 | MED-5167 | MED-5168 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,
scifact,nfcorpus,test,Dense keyword,dense_keyword,PLAIN-238,How Chemically Contaminated Are We?,0.0,0.0,0.0,0.0,1,3,0.0,chemically contaminated we,MED-3630 | MED-3013 | MED-4911 | MED-2391 | MED-4380,MED-4474 | MED-4475 | MED-4476 | MED-4477 | MED-4479 | MED-4480 | MED-4481 | MED-4482 | MED-4483 | MED-4484 | MED-4485 | MED-4486 | MED-4487 | MED-4488 | MED-4489 | MED-4490 | MED-4491 | MED-4492 | MED-4739 | MED-4740 | MED-4741 | MED-4747 | MED-4748 | MED-4749 | MED-4750 | MED-4751 | MED-4804 | MED-5069 | MED-5070 | MED-5071 | MED-5072 | MED-5167 | MED-5168 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,
scifact,nfcorpus,test,Hybrid original,hybrid_keep,PLAIN-238,How Chemically Contaminated Are We?,0.0,0.0,0.0,0.03,2,5,-0.03,How Chemically Contaminated Are We?,MED-4451 | MED-999 | MED-2391 | MED-2746 | MED-2650,MED-4474 | MED-4475 | MED-4476 | MED-4477 | MED-4479 | MED-4480 | MED-4481 | MED-4482 | MED-4483 | MED-4484 | MED-4485 | MED-4486 | MED-4487 | MED-4488 | MED-4489 | MED-4490 | MED-4491 | MED-4492 | MED-4739 | MED-4740 | MED-4741 | MED-4747 | MED-4748 | MED-4749 | MED-4750 | MED-4751 | MED-4804 | MED-5069 | MED-5070 | MED-5071 | MED-5072 | MED-5167 | MED-5168 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,
