split,method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs
train,Vanilla BM25,bm25_keep,8818050291845026380,what does the number at the beginning of sesame street mean,1.0,1.0,1.0,0.0,1,11,1.5,what does the number at the beginning of sesame street mean,nq:8818050291845026380 | nq:-119638173687275454 | nq:-4482979425454794325 | nq:-4153891120088105846 | nq:-7837928303999170875,nq:8818050291845026380
test,Hybrid keyword,hybrid_keyword,8159962567410358908,who wrote i stand amazed in the presence of jesus the nazarene,1.0,0.3333333333333333,0.5,0.03,2,7,1.1366666666666667,wrote i stand amazed presence jesus nazarene,nq:-3708384154703752732 | nq:-6177122597319457473 | nq:8159962567410358908 | nq:6961467809335029753 | nq:3371658713053301705,nq:8159962567410358908
test,Train-best retrieval action,dense_keep,8159962567410358908,who wrote i stand amazed in the presence of jesus the nazarene,1.0,1.0,1.0,0.0,1,12,1.5,who wrote i stand amazed in the presence of jesus the nazarene,nq:8159962567410358908 | nq:-9117144605577332927 | nq:-3708384154703752732 | nq:-5944168583179757903 | nq:6961467809335029753,nq:8159962567410358908
test,Selective retrieval policy,dense_keep,8159962567410358908,who wrote i stand amazed in the presence of jesus the nazarene,1.0,1.0,1.0,0.0,1,12,1.5,who wrote i stand amazed in the presence of jesus the nazarene,nq:8159962567410358908 | nq:-9117144605577332927 | nq:-3708384154703752732 | nq:-5944168583179757903 | nq:6961467809335029753,nq:8159962567410358908
test,Oracle retrieval action,dense_keep,8159962567410358908,who wrote i stand amazed in the presence of jesus the nazarene,1.0,1.0,1.0,0.0,1,12,1.5,who wrote i stand amazed in the presence of jesus the nazarene,nq:8159962567410358908 | nq:-9117144605577332927 | nq:-3708384154703752732 | nq:-5944168583179757903 | nq:6961467809335029753,nq:8159962567410358908
test,Vanilla BM25,bm25_keep,-4201894620397422267,what new deal program limited production in industry,1.0,1.0,1.0,0.0,1,8,1.5,what new deal program limited production in industry,nq:-4201894620397422267 | nq:3028343500075334931 | nq:2374750245195224966 | nq:1541249210482822392 | nq:-304906180424272250,nq:-4201894620397422267
test,BM25 keyword,bm25_keyword,-4201894620397422267,what new deal program limited production in industry,1.0,1.0,1.0,0.0,1,6,1.5,new deal program limited production industry,nq:-4201894620397422267 | nq:3028343500075334931 | nq:1541249210482822392 | nq:-304906180424272250 | nq:-7876533033876892996,nq:-4201894620397422267
test,Dense original,dense_keep,-4201894620397422267,what new deal program limited production in industry,1.0,1.0,1.0,0.0,1,8,1.5,what new deal program limited production in industry,nq:-4201894620397422267 | nq:3667525092654016134 | nq:-3320617302164503682 | nq:3028343500075334931 | nq:6507459087595991641,nq:-4201894620397422267
test,Dense keyword,dense_keyword,-4201894620397422267,what new deal program limited production in industry,1.0,1.0,1.0,0.0,1,6,1.5,new deal program limited production industry,nq:-4201894620397422267 | nq:3667525092654016134 | nq:3028343500075334931 | nq:-3320617302164503682 | nq:-4234103220698127642,nq:-4201894620397422267
test,Hybrid original,hybrid_keep,-4201894620397422267,what new deal program limited production in industry,1.0,1.0,1.0,0.03,2,8,1.47,what new deal program limited production in industry,nq:-4201894620397422267 | nq:3028343500075334931 | nq:3667525092654016134 | nq:-3320617302164503682 | nq:2374750245195224966,nq:-4201894620397422267
test,Hybrid keyword,hybrid_keyword,-4201894620397422267,what new deal program limited production in industry,1.0,1.0,1.0,0.03,2,6,1.47,new deal program limited production industry,nq:-4201894620397422267 | nq:3028343500075334931 | nq:3667525092654016134 | nq:1541249210482822392 | nq:-304906180424272250,nq:-4201894620397422267
test,Train-best retrieval action,dense_keep,-4201894620397422267,what new deal program limited production in industry,1.0,1.0,1.0,0.0,1,8,1.5,what new deal program limited production in industry,nq:-4201894620397422267 | nq:3667525092654016134 | nq:-3320617302164503682 | nq:3028343500075334931 | nq:6507459087595991641,nq:-4201894620397422267
test,Selective retrieval policy,bm25_keep,-4201894620397422267,what new deal program limited production in industry,1.0,1.0,1.0,0.0,1,8,1.5,what new deal program limited production in industry,nq:-4201894620397422267 | nq:3028343500075334931 | nq:2374750245195224966 | nq:1541249210482822392 | nq:-304906180424272250,nq:-4201894620397422267
test,Oracle retrieval action,bm25_keep,-4201894620397422267,what new deal program limited production in industry,1.0,1.0,1.0,0.0,1,8,1.5,what new deal program limited production in industry,nq:-4201894620397422267 | nq:3028343500075334931 | nq:2374750245195224966 | nq:1541249210482822392 | nq:-304906180424272250,nq:-4201894620397422267
test,Vanilla BM25,bm25_keep,-1582234629547061501,who sang i'm gonna run away from you,1.0,1.0,1.0,0.0,1,8,1.5,who sang i'm gonna run away from you,nq:-1582234629547061501 | nq:647659679149316553 | nq:-8045833528701674110 | nq:8938104563522346543 | nq:6255051608078138794,nq:-1582234629547061501
test,BM25 keyword,bm25_keyword,-1582234629547061501,who sang i'm gonna run away from you,1.0,1.0,1.0,0.0,1,7,1.5,sang i m gonna run away you,nq:-1582234629547061501 | nq:647659679149316553 | nq:-8045833528701674110 | nq:8938104563522346543 | nq:-8026170650461141114,nq:-1582234629547061501
test,Dense original,dense_keep,-1582234629547061501,who sang i'm gonna run away from you,1.0,1.0,1.0,0.0,1,8,1.5,who sang i'm gonna run away from you,nq:-1582234629547061501 | nq:-830889367883154000 | nq:6255051608078138794 | nq:3867705141367202061 | nq:-5930016277857501798,nq:-1582234629547061501
test,Dense keyword,dense_keyword,-1582234629547061501,who sang i'm gonna run away from you,1.0,1.0,1.0,0.0,1,7,1.5,sang i m gonna run away you,nq:-1582234629547061501 | nq:-830889367883154000 | nq:-5930016277857501798 | nq:6255051608078138794 | nq:3867705141367202061,nq:-1582234629547061501
test,Hybrid original,hybrid_keep,-1582234629547061501,who sang i'm gonna run away from you,1.0,1.0,1.0,0.03,2,8,1.47,who sang i'm gonna run away from you,nq:-1582234629547061501 | nq:6255051608078138794 | nq:-830889367883154000 | nq:647659679149316553 | nq:-8045833528701674110,nq:-1582234629547061501
test,Hybrid keyword,hybrid_keyword,-1582234629547061501,who sang i'm gonna run away from you,1.0,1.0,1.0,0.03,2,7,1.47,sang i m gonna run away you,nq:-1582234629547061501 | nq:-830889367883154000 | nq:647659679149316553 | nq:-5930016277857501798 | nq:-8045833528701674110,nq:-1582234629547061501
test,Train-best retrieval action,dense_keep,-1582234629547061501,who sang i'm gonna run away from you,1.0,1.0,1.0,0.0,1,8,1.5,who sang i'm gonna run away from you,nq:-1582234629547061501 | nq:-830889367883154000 | nq:6255051608078138794 | nq:3867705141367202061 | nq:-5930016277857501798,nq:-1582234629547061501
test,Selective retrieval policy,dense_keep,-1582234629547061501,who sang i'm gonna run away from you,1.0,1.0,1.0,0.0,1,8,1.5,who sang i'm gonna run away from you,nq:-1582234629547061501 | nq:-830889367883154000 | nq:6255051608078138794 | nq:3867705141367202061 | nq:-5930016277857501798,nq:-1582234629547061501
test,Oracle retrieval action,bm25_keep,-1582234629547061501,who sang i'm gonna run away from you,1.0,1.0,1.0,0.0,1,8,1.5,who sang i'm gonna run away from you,nq:-1582234629547061501 | nq:647659679149316553 | nq:-8045833528701674110 | nq:8938104563522346543 | nq:6255051608078138794,nq:-1582234629547061501
test,Vanilla BM25,bm25_keep,6272996566434680145,major tea and coffee producing states in india,1.0,1.0,1.0,0.0,1,8,1.5,major tea and coffee producing states in india,nq:6272996566434680145 | nq:3860011458309154397 | nq:8214553978288463642 | nq:-5117382453861077400 | nq:2943048018320429657,nq:6272996566434680145
test,BM25 keyword,bm25_keyword,6272996566434680145,major tea and coffee producing states in india,1.0,1.0,1.0,0.0,1,6,1.5,major tea coffee producing states india,nq:6272996566434680145 | nq:3860011458309154397 | nq:8214553978288463642 | nq:-5117382453861077400 | nq:2943048018320429657,nq:6272996566434680145
test,Dense original,dense_keep,6272996566434680145,major tea and coffee producing states in india,1.0,1.0,1.0,0.0,1,8,1.5,major tea and coffee producing states in india,nq:6272996566434680145 | nq:8214553978288463642 | nq:-5117382453861077400 | nq:-2336817998219079240 | nq:624776933586204232,nq:6272996566434680145
test,Dense keyword,dense_keyword,6272996566434680145,major tea and coffee producing states in india,1.0,1.0,1.0,0.0,1,6,1.5,major tea coffee producing states india,nq:6272996566434680145 | nq:8214553978288463642 | nq:-5117382453861077400 | nq:-2336817998219079240 | nq:624776933586204232,nq:6272996566434680145
test,Hybrid original,hybrid_keep,6272996566434680145,major tea and coffee producing states in india,1.0,1.0,1.0,0.03,2,8,1.47,major tea and coffee producing states in india,nq:6272996566434680145 | nq:8214553978288463642 | nq:-5117382453861077400 | nq:3860011458309154397 | nq:-2336817998219079240,nq:6272996566434680145
test,Hybrid keyword,hybrid_keyword,6272996566434680145,major tea and coffee producing states in india,1.0,1.0,1.0,0.03,2,6,1.47,major tea coffee producing states india,nq:6272996566434680145 | nq:8214553978288463642 | nq:-5117382453861077400 | nq:3860011458309154397 | nq:-2336817998219079240,nq:6272996566434680145
test,Train-best retrieval action,dense_keep,6272996566434680145,major tea and coffee producing states in india,1.0,1.0,1.0,0.0,1,8,1.5,major tea and coffee producing states in india,nq:6272996566434680145 | nq:8214553978288463642 | nq:-5117382453861077400 | nq:-2336817998219079240 | nq:624776933586204232,nq:6272996566434680145
test,Selective retrieval policy,bm25_keep,6272996566434680145,major tea and coffee producing states in india,1.0,1.0,1.0,0.0,1,8,1.5,major tea and coffee producing states in india,nq:6272996566434680145 | nq:3860011458309154397 | nq:8214553978288463642 | nq:-5117382453861077400 | nq:2943048018320429657,nq:6272996566434680145
test,Oracle retrieval action,bm25_keep,6272996566434680145,major tea and coffee producing states in india,1.0,1.0,1.0,0.0,1,8,1.5,major tea and coffee producing states in india,nq:6272996566434680145 | nq:3860011458309154397 | nq:8214553978288463642 | nq:-5117382453861077400 | nq:2943048018320429657,nq:6272996566434680145
test,Vanilla BM25,bm25_keep,-3523873602178513305,what was the geographical significance of the location of judah and north israel,1.0,0.5,0.6309297535714575,0.0,1,13,1.25,what was the geographical significance of the location of judah and north israel,nq:6618579378419636986 | nq:-3523873602178513305 | nq:-8188778280161966817 | nq:1345582187538309806 | nq:3803379660163560925,nq:-3523873602178513305
test,BM25 keyword,bm25_keyword,-3523873602178513305,what was the geographical significance of the location of judah and north israel,1.0,1.0,1.0,0.0,1,6,1.5,geographical significance location judah north israel,nq:-3523873602178513305 | nq:6618579378419636986 | nq:3803379660163560925 | nq:1345582187538309806 | nq:2795459746948664513,nq:-3523873602178513305
test,Dense original,dense_keep,-3523873602178513305,what was the geographical significance of the location of judah and north israel,1.0,1.0,1.0,0.0,1,13,1.5,what was the geographical significance of the location of judah and north israel,nq:-3523873602178513305 | nq:6618579378419636986 | nq:818002923934435137 | nq:2795459746948664513 | nq:1094605401535756550,nq:-3523873602178513305
test,Dense keyword,dense_keyword,-3523873602178513305,what was the geographical significance of the location of judah and north israel,1.0,1.0,1.0,0.0,1,6,1.5,geographical significance location judah north israel,nq:-3523873602178513305 | nq:6618579378419636986 | nq:818002923934435137 | nq:2795459746948664513 | nq:8213413935253147842,nq:-3523873602178513305
test,Hybrid original,hybrid_keep,-3523873602178513305,what was the geographical significance of the location of judah and north israel,1.0,1.0,1.0,0.03,2,13,1.47,what was the geographical significance of the location of judah and north israel,nq:-3523873602178513305 | nq:6618579378419636986 | nq:-8188778280161966817 | nq:818002923934435137 | nq:1345582187538309806,nq:-3523873602178513305
test,Hybrid keyword,hybrid_keyword,-3523873602178513305,what was the geographical significance of the location of judah and north israel,1.0,1.0,1.0,0.03,2,6,1.47,geographical significance location judah north israel,nq:-3523873602178513305 | nq:6618579378419636986 | nq:2795459746948664513 | nq:3803379660163560925 | nq:818002923934435137,nq:-3523873602178513305
test,Train-best retrieval action,dense_keep,-3523873602178513305,what was the geographical significance of the location of judah and north israel,1.0,1.0,1.0,0.0,1,13,1.5,what was the geographical significance of the location of judah and north israel,nq:-3523873602178513305 | nq:6618579378419636986 | nq:818002923934435137 | nq:2795459746948664513 | nq:1094605401535756550,nq:-3523873602178513305
test,Selective retrieval policy,dense_keep,-3523873602178513305,what was the geographical significance of the location of judah and north israel,1.0,1.0,1.0,0.0,1,13,1.5,what was the geographical significance of the location of judah and north israel,nq:-3523873602178513305 | nq:6618579378419636986 | nq:818002923934435137 | nq:2795459746948664513 | nq:1094605401535756550,nq:-3523873602178513305
test,Oracle retrieval action,bm25_keyword,-3523873602178513305,what was the geographical significance of the location of judah and north israel,1.0,1.0,1.0,0.0,1,6,1.5,geographical significance location judah north israel,nq:-3523873602178513305 | nq:6618579378419636986 | nq:3803379660163560925 | nq:1345582187538309806 | nq:2795459746948664513,nq:-3523873602178513305
test,Vanilla BM25,bm25_keep,-1651199256174655645,where does the national security council get their information,1.0,1.0,1.0,0.0,1,9,1.5,where does the national security council get their information,nq:-1651199256174655645 | nq:6411869062288298020 | nq:5696680934593979206 | nq:-546696194238868913 | nq:-5117382453861077400,nq:-1651199256174655645
test,BM25 keyword,bm25_keyword,-1651199256174655645,where does the national security council get their information,1.0,1.0,1.0,0.0,1,5,1.5,national security council get information,nq:-1651199256174655645 | nq:6411869062288298020 | nq:2665987919436437059 | nq:-5727541586597727787 | nq:5696680934593979206,nq:-1651199256174655645
test,Dense original,dense_keep,-1651199256174655645,where does the national security council get their information,1.0,1.0,1.0,0.0,1,9,1.5,where does the national security council get their information,nq:-1651199256174655645 | nq:3421591493369976475 | nq:-639213658336471682 | nq:5696680934593979206 | nq:6411869062288298020,nq:-1651199256174655645
test,Dense keyword,dense_keyword,-1651199256174655645,where does the national security council get their information,1.0,1.0,1.0,0.0,1,5,1.5,national security council get information,nq:-1651199256174655645 | nq:3421591493369976475 | nq:-639213658336471682 | nq:5696680934593979206 | nq:6411869062288298020,nq:-1651199256174655645
test,Hybrid original,hybrid_keep,-1651199256174655645,where does the national security council get their information,1.0,1.0,1.0,0.03,2,9,1.47,where does the national security council get their information,nq:-1651199256174655645 | nq:6411869062288298020 | nq:5696680934593979206 | nq:3421591493369976475 | nq:-639213658336471682,nq:-1651199256174655645
test,Hybrid keyword,hybrid_keyword,-1651199256174655645,where does the national security council get their information,1.0,1.0,1.0,0.03,2,5,1.47,national security council get information,nq:-1651199256174655645 | nq:6411869062288298020 | nq:3421591493369976475 | nq:5696680934593979206 | nq:-639213658336471682,nq:-1651199256174655645
test,Train-best retrieval action,dense_keep,-1651199256174655645,where does the national security council get their information,1.0,1.0,1.0,0.0,1,9,1.5,where does the national security council get their information,nq:-1651199256174655645 | nq:3421591493369976475 | nq:-639213658336471682 | nq:5696680934593979206 | nq:6411869062288298020,nq:-1651199256174655645
test,Selective retrieval policy,bm25_keep,-1651199256174655645,where does the national security council get their information,1.0,1.0,1.0,0.0,1,9,1.5,where does the national security council get their information,nq:-1651199256174655645 | nq:6411869062288298020 | nq:5696680934593979206 | nq:-546696194238868913 | nq:-5117382453861077400,nq:-1651199256174655645
test,Oracle retrieval action,bm25_keep,-1651199256174655645,where does the national security council get their information,1.0,1.0,1.0,0.0,1,9,1.5,where does the national security council get their information,nq:-1651199256174655645 | nq:6411869062288298020 | nq:5696680934593979206 | nq:-546696194238868913 | nq:-5117382453861077400,nq:-1651199256174655645
test,Vanilla BM25,bm25_keep,1489923329008174606,when it is winters in delhi how will the weather be in chennai,1.0,0.5,0.6309297535714575,0.0,1,13,1.25,when it is winters in delhi how will the weather be in chennai,nq:-2539161215037702447 | nq:1489923329008174606 | nq:6059963286717890517 | nq:-8390473838502496745 | nq:5933037193128057305,nq:1489923329008174606
test,BM25 keyword,bm25_keyword,1489923329008174606,when it is winters in delhi how will the weather be in chennai,1.0,1.0,1.0,0.0,1,5,1.5,winters delhi will weather chennai,nq:1489923329008174606 | nq:5933037193128057305 | nq:-2539161215037702447 | nq:7802286767648698122 | nq:-8730376679284292370,nq:1489923329008174606
test,Dense original,dense_keep,1489923329008174606,when it is winters in delhi how will the weather be in chennai,1.0,1.0,1.0,0.0,1,13,1.5,when it is winters in delhi how will the weather be in chennai,nq:1489923329008174606 | nq:2324745743680584211 | nq:-2539161215037702447 | nq:-785011001543926485 | nq:955374967862684316,nq:1489923329008174606
test,Dense keyword,dense_keyword,1489923329008174606,when it is winters in delhi how will the weather be in chennai,1.0,1.0,1.0,0.0,1,5,1.5,winters delhi will weather chennai,nq:1489923329008174606 | nq:2324745743680584211 | nq:-2539161215037702447 | nq:-785011001543926485 | nq:595996307760943345,nq:1489923329008174606
test,Hybrid original,hybrid_keep,1489923329008174606,when it is winters in delhi how will the weather be in chennai,1.0,1.0,1.0,0.03,2,13,1.47,when it is winters in delhi how will the weather be in chennai,nq:1489923329008174606 | nq:-2539161215037702447 | nq:2324745743680584211 | nq:6059963286717890517 | nq:-785011001543926485,nq:1489923329008174606
test,Hybrid keyword,hybrid_keyword,1489923329008174606,when it is winters in delhi how will the weather be in chennai,1.0,1.0,1.0,0.03,2,5,1.47,winters delhi will weather chennai,nq:1489923329008174606 | nq:-2539161215037702447 | nq:2324745743680584211 | nq:5933037193128057305 | nq:-785011001543926485,nq:1489923329008174606
test,Train-best retrieval action,dense_keep,1489923329008174606,when it is winters in delhi how will the weather be in chennai,1.0,1.0,1.0,0.0,1,13,1.5,when it is winters in delhi how will the weather be in chennai,nq:1489923329008174606 | nq:2324745743680584211 | nq:-2539161215037702447 | nq:-785011001543926485 | nq:955374967862684316,nq:1489923329008174606
test,Selective retrieval policy,dense_keyword,1489923329008174606,when it is winters in delhi how will the weather be in chennai,1.0,1.0,1.0,0.0,1,5,1.5,winters delhi will weather chennai,nq:1489923329008174606 | nq:2324745743680584211 | nq:-2539161215037702447 | nq:-785011001543926485 | nq:595996307760943345,nq:1489923329008174606
test,Oracle retrieval action,bm25_keyword,1489923329008174606,when it is winters in delhi how will the weather be in chennai,1.0,1.0,1.0,0.0,1,5,1.5,winters delhi will weather chennai,nq:1489923329008174606 | nq:5933037193128057305 | nq:-2539161215037702447 | nq:7802286767648698122 | nq:-8730376679284292370,nq:1489923329008174606
test,Vanilla BM25,bm25_keep,-8981077850770231447,who makes the most money in professional sports,1.0,1.0,1.0,0.0,1,8,1.5,who makes the most money in professional sports,nq:-8981077850770231447 | nq:7094316848722601564 | nq:982203609098316932 | nq:-3366153456070660329 | nq:-6966959898445658330,nq:-8981077850770231447
test,BM25 keyword,bm25_keyword,-8981077850770231447,who makes the most money in professional sports,1.0,1.0,1.0,0.0,1,5,1.5,makes most money professional sports,nq:-8981077850770231447 | nq:982203609098316932 | nq:-6374759097952195833 | nq:306074923032581824 | nq:7094316848722601564,nq:-8981077850770231447
test,Dense original,dense_keep,-8981077850770231447,who makes the most money in professional sports,1.0,1.0,1.0,0.0,1,8,1.5,who makes the most money in professional sports,nq:-8981077850770231447 | nq:982203609098316932 | nq:-6966959898445658330 | nq:-6374759097952195833 | nq:-3741918003226406702,nq:-8981077850770231447
test,Dense keyword,dense_keyword,-8981077850770231447,who makes the most money in professional sports,1.0,1.0,1.0,0.0,1,5,1.5,makes most money professional sports,nq:-8981077850770231447 | nq:982203609098316932 | nq:-6966959898445658330 | nq:-3741918003226406702 | nq:-6374759097952195833,nq:-8981077850770231447
test,Hybrid original,hybrid_keep,-8981077850770231447,who makes the most money in professional sports,1.0,1.0,1.0,0.03,2,8,1.47,who makes the most money in professional sports,nq:-8981077850770231447 | nq:982203609098316932 | nq:-6966959898445658330 | nq:7094316848722601564 | nq:-3366153456070660329,nq:-8981077850770231447
test,Hybrid keyword,hybrid_keyword,-8981077850770231447,who makes the most money in professional sports,1.0,1.0,1.0,0.03,2,5,1.47,makes most money professional sports,nq:-8981077850770231447 | nq:982203609098316932 | nq:-6374759097952195833 | nq:-6966959898445658330 | nq:-3741918003226406702,nq:-8981077850770231447
test,Train-best retrieval action,dense_keep,-8981077850770231447,who makes the most money in professional sports,1.0,1.0,1.0,0.0,1,8,1.5,who makes the most money in professional sports,nq:-8981077850770231447 | nq:982203609098316932 | nq:-6966959898445658330 | nq:-6374759097952195833 | nq:-3741918003226406702,nq:-8981077850770231447
test,Selective retrieval policy,dense_keep,-8981077850770231447,who makes the most money in professional sports,1.0,1.0,1.0,0.0,1,8,1.5,who makes the most money in professional sports,nq:-8981077850770231447 | nq:982203609098316932 | nq:-6966959898445658330 | nq:-6374759097952195833 | nq:-3741918003226406702,nq:-8981077850770231447
test,Oracle retrieval action,bm25_keep,-8981077850770231447,who makes the most money in professional sports,1.0,1.0,1.0,0.0,1,8,1.5,who makes the most money in professional sports,nq:-8981077850770231447 | nq:7094316848722601564 | nq:982203609098316932 | nq:-3366153456070660329 | nq:-6966959898445658330,nq:-8981077850770231447
test,Vanilla BM25,bm25_keep,5416190673077081367,summarize the structure and function of the cell membrane,1.0,1.0,1.0,0.0,1,9,1.5,summarize the structure and function of the cell membrane,nq:5416190673077081367 | nq:-5595608492146677358 | nq:2324745743680584211 | nq:275718753854271176 | nq:4984871413174473846,nq:5416190673077081367
test,BM25 keyword,bm25_keyword,5416190673077081367,summarize the structure and function of the cell membrane,1.0,1.0,1.0,0.0,1,5,1.5,summarize structure function cell membrane,nq:5416190673077081367 | nq:-5595608492146677358 | nq:3304109522826147685 | nq:-6719831189568463411 | nq:2157125040478289133,nq:5416190673077081367
test,Dense original,dense_keep,5416190673077081367,summarize the structure and function of the cell membrane,1.0,1.0,1.0,0.0,1,9,1.5,summarize the structure and function of the cell membrane,nq:5416190673077081367 | nq:-5595608492146677358 | nq:6556718257422998662 | nq:-1651199256174655645 | nq:-7928209120899654586,nq:5416190673077081367
test,Dense keyword,dense_keyword,5416190673077081367,summarize the structure and function of the cell membrane,1.0,1.0,1.0,0.0,1,5,1.5,summarize structure function cell membrane,nq:5416190673077081367 | nq:-5595608492146677358 | nq:6556718257422998662 | nq:6618579378419636986 | nq:-1651199256174655645,nq:5416190673077081367
test,Hybrid original,hybrid_keep,5416190673077081367,summarize the structure and function of the cell membrane,1.0,1.0,1.0,0.03,2,9,1.47,summarize the structure and function of the cell membrane,nq:5416190673077081367 | nq:-5595608492146677358 | nq:2324745743680584211 | nq:6556718257422998662 | nq:-1651199256174655645,nq:5416190673077081367
test,Hybrid keyword,hybrid_keyword,5416190673077081367,summarize the structure and function of the cell membrane,1.0,1.0,1.0,0.03,2,5,1.47,summarize structure function cell membrane,nq:5416190673077081367 | nq:-5595608492146677358 | nq:3304109522826147685 | nq:6556718257422998662 | nq:-6719831189568463411,nq:5416190673077081367
test,Train-best retrieval action,dense_keep,5416190673077081367,summarize the structure and function of the cell membrane,1.0,1.0,1.0,0.0,1,9,1.5,summarize the structure and function of the cell membrane,nq:5416190673077081367 | nq:-5595608492146677358 | nq:6556718257422998662 | nq:-1651199256174655645 | nq:-7928209120899654586,nq:5416190673077081367
test,Selective retrieval policy,bm25_keep,5416190673077081367,summarize the structure and function of the cell membrane,1.0,1.0,1.0,0.0,1,9,1.5,summarize the structure and function of the cell membrane,nq:5416190673077081367 | nq:-5595608492146677358 | nq:2324745743680584211 | nq:275718753854271176 | nq:4984871413174473846,nq:5416190673077081367
test,Oracle retrieval action,bm25_keep,5416190673077081367,summarize the structure and function of the cell membrane,1.0,1.0,1.0,0.0,1,9,1.5,summarize the structure and function of the cell membrane,nq:5416190673077081367 | nq:-5595608492146677358 | nq:2324745743680584211 | nq:275718753854271176 | nq:4984871413174473846,nq:5416190673077081367
test,Vanilla BM25,bm25_keep,6554684808053745285,when was i look at the world poem written,1.0,1.0,1.0,0.0,1,9,1.5,when was i look at the world poem written,nq:6554684808053745285 | nq:-9060700279419447020 | nq:3860011458309154397 | nq:1309043403861541992 | nq:-3110463448404042979,nq:6554684808053745285
test,BM25 keyword,bm25_keyword,6554684808053745285,when was i look at the world poem written,1.0,1.0,1.0,0.0,1,5,1.5,i look world poem written,nq:6554684808053745285 | nq:-9060700279419447020 | nq:-2839661864110242676 | nq:1309043403861541992 | nq:-4187551720360968088,nq:6554684808053745285
test,Dense original,dense_keep,6554684808053745285,when was i look at the world poem written,1.0,1.0,1.0,0.0,1,9,1.5,when was i look at the world poem written,nq:6554684808053745285 | nq:-9060700279419447020 | nq:-2839661864110242676 | nq:6027506175860299510 | nq:1340598526765817964,nq:6554684808053745285
test,Dense keyword,dense_keyword,6554684808053745285,when was i look at the world poem written,1.0,1.0,1.0,0.0,1,5,1.5,i look world poem written,nq:6554684808053745285 | nq:1024341481678347204 | nq:4468844360465538864 | nq:-9060700279419447020 | nq:-2839661864110242676,nq:6554684808053745285
test,Hybrid original,hybrid_keep,6554684808053745285,when was i look at the world poem written,1.0,1.0,1.0,0.03,2,9,1.47,when was i look at the world poem written,nq:6554684808053745285 | nq:-9060700279419447020 | nq:-2839661864110242676 | nq:3860011458309154397 | nq:1309043403861541992,nq:6554684808053745285
test,Hybrid keyword,hybrid_keyword,6554684808053745285,when was i look at the world poem written,1.0,1.0,1.0,0.03,2,5,1.47,i look world poem written,nq:6554684808053745285 | nq:-9060700279419447020 | nq:-2839661864110242676 | nq:1024341481678347204 | nq:4468844360465538864,nq:6554684808053745285
test,Train-best retrieval action,dense_keep,6554684808053745285,when was i look at the world poem written,1.0,1.0,1.0,0.0,1,9,1.5,when was i look at the world poem written,nq:6554684808053745285 | nq:-9060700279419447020 | nq:-2839661864110242676 | nq:6027506175860299510 | nq:1340598526765817964,nq:6554684808053745285
test,Selective retrieval policy,bm25_keyword,6554684808053745285,when was i look at the world poem written,1.0,1.0,1.0,0.0,1,5,1.5,i look world poem written,nq:6554684808053745285 | nq:-9060700279419447020 | nq:-2839661864110242676 | nq:1309043403861541992 | nq:-4187551720360968088,nq:6554684808053745285
test,Oracle retrieval action,bm25_keep,6554684808053745285,when was i look at the world poem written,1.0,1.0,1.0,0.0,1,9,1.5,when was i look at the world poem written,nq:6554684808053745285 | nq:-9060700279419447020 | nq:3860011458309154397 | nq:1309043403861541992 | nq:-3110463448404042979,nq:6554684808053745285
test,Vanilla BM25,bm25_keep,6258678221542545760,what was the population of new zealand in 1917,1.0,1.0,1.0,0.0,1,9,1.5,what was the population of new zealand in 1917,nq:6258678221542545760 | nq:-6470661682628568770 | nq:7714908170965184772 | nq:-98841062459429595 | nq:-7837083251458003906,nq:6258678221542545760
test,BM25 keyword,bm25_keyword,6258678221542545760,what was the population of new zealand in 1917,1.0,1.0,1.0,0.0,1,4,1.5,population new zealand 1917,nq:6258678221542545760 | nq:-6470661682628568770 | nq:4296988594167310929 | nq:-7837083251458003906 | nq:-98841062459429595,nq:6258678221542545760
test,Dense original,dense_keep,6258678221542545760,what was the population of new zealand in 1917,1.0,1.0,1.0,0.0,1,9,1.5,what was the population of new zealand in 1917,nq:6258678221542545760 | nq:-6470661682628568770 | nq:4296988594167310929 | nq:-98841062459429595 | nq:-5540686429652317618,nq:6258678221542545760
test,Dense keyword,dense_keyword,6258678221542545760,what was the population of new zealand in 1917,1.0,1.0,1.0,0.0,1,4,1.5,population new zealand 1917,nq:6258678221542545760 | nq:-6470661682628568770 | nq:-98841062459429595 | nq:4296988594167310929 | nq:-3349809547297921417,nq:6258678221542545760
test,Hybrid original,hybrid_keep,6258678221542545760,what was the population of new zealand in 1917,1.0,1.0,1.0,0.03,2,9,1.47,what was the population of new zealand in 1917,nq:6258678221542545760 | nq:-6470661682628568770 | nq:-98841062459429595 | nq:4296988594167310929 | nq:7714908170965184772,nq:6258678221542545760
test,Hybrid keyword,hybrid_keyword,6258678221542545760,what was the population of new zealand in 1917,1.0,1.0,1.0,0.03,2,4,1.47,population new zealand 1917,nq:6258678221542545760 | nq:-6470661682628568770 | nq:4296988594167310929 | nq:-98841062459429595 | nq:-7837083251458003906,nq:6258678221542545760
